团购内容
爵色舞蹈课程体验卡
肚皮舞单次体验卡
成人会员班3次体验课
普拉提体验周卡
吉他弹唱/指弹 体验次卡
体验课
钢管舞单次体验卡
少儿卡卡
爵士舞体验卡
空中瑜伽
瑜伽
唯赢WD-859铁分体羽拍
成人拉丁舞三次体验卡
2小时畅玩
普通黑八2小时套餐
体验卡
瑜伽次卡体验课
周二晨练
瑜伽舞蹈卡

单人体验爵士舞周卡
少儿舞蹈
桌球
篮球散场（单人）
代金券
瑜伽体验套餐
素心莲瑜伽单次体验卡
乒乓球单台服务
体验卡
瑜伽体验课
印度外教瑜伽课体验
瑜伽周卡
瑜伽单次体验卡
男士瑜伽体验卡
体验卡
单人瑜伽2次体验卡
体验卡
单次体验卡

清沐瑜伽体验课（3次）
超值体验单人套餐
瑜伽体验
瑜伽体验卡1张，体验3次
单次体验
倪雅瑜伽体验课
周卡体验套餐
3次体验卡
瑜伽体验卡
瑜伽3节体验课
瑜伽次卡
瑜伽体验课
单次体验
单人瑜伽体验
单人瑜伽体验
单人单次瑜伽体验卡

单次瑜伽体验卡
单次体验卡
莱力牌中式黑八
单人瑜伽体验
空中瑜伽
周卡体验
三次卡
单次舞蹈体验卡
肚皮舞周末精品小班单次体验
爵士体验课
vx街舞成人单次体验卡
第舞季少儿街舞单次体验卡
燕飞月卡
9.9单次体验
单人单次空中瑜伽体验
瑜伽健身
韩奥跆拳道
单人射箭套餐
拉丁舞
冰露矿泉水
花雨梵瑜伽馆晨练套餐
瑜伽月卡
瑜伽周卡1张
备孕瑜伽次卡
小班会员课单次体验卡
健身瑜伽周卡

少儿肚皮舞体验课程
少儿形体体验课程
瑜伽私人定制1对1服务
周卡套餐
任意舞种体验
桌球畅玩（不限时）
美式普台
单人射箭
乒乓球俱乐部体验
周卡5次
韩国爵士单次试课（一对多）
四轮小鱼板
单次体验卡
Morning Yoga 单人纤体塑形瑜伽精品2次体验课
禅瑜伽会所周卡
瑜伽精品体验课2次
纤体塑形瑜伽精品体验课
身体评估
瑜伽体验卡
瑜伽体验卡

瑜伽单次卡
单次卡
瑜伽单次体验
瑜伽舞蹈次卡
基础瑜伽
韩国爵士单次试课卡（一对一）
1v3对教班
瑜伽3次卡（一周内使用完）
暑期班舞蹈体验课
瑜伽周卡1张
桌球
空中瑜伽单次体验
瑜伽周卡
太极禅
空中瑜伽单人体验
健身月卡
高温/空中瑜伽
舞蹈周通卡
清晨舞蹈五课时卡
东方美瑜伽体验周套餐
体验卡
舞蹈体验次卡
精准小班课体验卡
星牌中式黑八
一对一VIP私教课程
拉丁舞体验套餐
奥可特TT2128
瑜伽双次卡
乔氏黑八
肚皮舞体验卡1次
瑜伽周卡
舞蹈单项舞种月卡
街舞课程周末畅享卡
花田瑜伽单次体验卡
素朴瑜伽舞蹈单人体验课周套餐
周卡单人体验课
空中瑜伽藏式回春瑜伽二选一
周卡
周卡
成人摩登舞8次月卡
实体卡
精品体验课
纤体塑形瑜伽精品体验课
体验卡
高温瑜伽
私教一对一体验课
代金券
美姬瑜伽周卡体验
单人单次体验卡
瑜伽周卡

会员储值卡
肚皮舞单次体验
悦享瑜伽单人周卡体验
瑜伽精品体验课
紫艺舞蹈体验
棋牌时段
肚皮舞单人2次卡（一周内使用完）
健身瑜伽次卡
安然纳米生物波汗蒸
舞蹈单项舞种次卡
舞蹈通用周卡学习
单人瑜珈周卡
素心莲瑜伽体验周卡
2次实体卡
双周卡
悦生活瑜伽康体馆3次卡套餐
极速瘦身小班课
周卡
周卡
周卡
瑜伽3次课程
瑜伽周卡体验
3月女人节瑜伽体验周卡，进店再送价值98的瑜伽铺巾一条
瑜伽周卡
体验周卡

成人肚皮舞会员班课程
单人三次体验卡
瑜伽周卡体验
瑜伽单次体验
单人单次套餐
周卡
周卡
周卡
逸静瑜伽周卡

瑜伽五次卡
瑜伽周卡体验套餐
婵静瑜伽阎良会馆
世他F133
瑜伽清肠课
棋牌（小包）
少儿舞蹈深度体验课
瑜伽单次高级私教课程
九球台
英式斯诺克
肚皮舞
棋牌
单人周卡
瑜伽球
周卡
美森瑜伽舞蹈周卡
瑜伽特色课程
棋牌
斯诺克
周卡
单人三课时体验卡
天磊网球体验课
瑜伽体验卡
小班课
芭蕾形体体验课
单人三次体验卡
圣珈瑜伽周卡1张
瑜伽五次卡（单人）
周卡
瑜伽单人周卡
单人瑜伽体验次卡
单次培训
瑜伽单次体验（可使用5次）
瑜伽阳光周卡
舞蹈学习通用月卡

普拉提大器械单次体验卡
月卡
肚皮舞周末精品小班月体验
单人瑜伽月体验
瑜伽月卡一张（特惠）
单人周卡
单次体验卡3项
瘦身瑜伽体验
单人月卡（舞蹈）体验
月卡
棋牌套餐
瑜伽周卡
周卡
瑜伽体验+面部spa+背部经络疏通
紫韵瑜伽单次体验套餐
超值周卡套餐
凤栖桐瑜伽会所周卡一张，免费体验3次
瑜伽离子检测身体单次卡
梵·悟专业教练一对一瑜伽体验课
瑜伽体验周卡
博珈梵瑜伽三次课卡
周卡
单人肚皮舞体验
瑜伽体验周卡
周卡
青韵瑜伽周卡
瑜伽体验月卡

周卡
梵珈瑜伽周卡
遇见瑜伽单人周卡
单人瑜伽周卡
周卡瑜伽课
桌球黑八2小时
成人拉丁舞8次月卡
舞蹈课体验周卡
紫韵瑜伽单次体验套餐
通宵场
瑜伽周卡
中式台球
周卡
瑜伽单次体验套餐
美姬瑜伽单次体验卡
瑜伽体验课程一次
10次汗蒸体验
周卡
单人空中瑜伽体验
爵士舞
斯诺克
逸静瑜伽月卡
悦生活瑜伽月卡套餐
超值月卡
单人周卡
单人夏日塑身周卡
桌球3小时
瑜伽会员年卡
瑜伽月卡
逸静瑜伽月卡
瑜伽生活体验卡
单次汗蒸体验
斯诺克2小时
菩提瑜伽周卡
力龙舞蹈两节体验课程
魅丽女子单月卡
月卡
月卡
瑜伽体验卡两次
台球-赛台
成人瑜伽月卡
素朴瑜伽舞蹈单人体验课月套餐
黑八1小时
瑜美人月卡
孕妇私教瑜珈
中式黑八
瑜伽周卡
10次实体卡

瑜伽月卡
素心莲瑜伽体验月卡
暑假月卡
瑜伽月卡
桌球3小时
中式台球
台球-标准台
梵珈瑜伽月卡
空中瑜伽课程
夏日减脂塑形
斯诺克
经典肚皮舞次卡

月卡
月卡
女士瑜伽月卡
瑜伽月卡
黑八
棋牌
月卡
高温月卡一张（含4节高温）单人
高温10次体验
月卡
单人月卡
静轩瑜珈月卡套餐
爵士街舞通用8次月卡
桌球1小时
星牌桌球黑八
台球畅玩
单人月卡
瑜伽体验
斯洛克两小时
6小时桌球套餐
黑八
桌球
单次健康身体评估+小课体验
单次私教维密马甲线翘臀
私教
单节舞蹈课
买断6小时桌游
普拉提大器械私教单次体验

孕期瑜伽次卡
代金券
瑜伽月卡
一对一瘦身私教
瑜伽单人周卡
养身单次体验
瑜伽周卡
月卡
瑜伽
普台
三次体验卡
台球2小时
棋牌包间3小时

中式台球
产后修复瑜伽次卡
棋牌
早课月卡


瑜伽体验课程
单人瑜伽月卡
台球
斯诺克2小时买断
桌球
肩颈瑜伽
体验卡
单人单次体验卡
单人速瘦速型马甲线课程
单次瑜伽体验
私教一对一课

瑜伽月卡
产后塑形一对一私教
台球
周卡
私教一对一单人体验
单人周卡
乔氏普台畅打
普拉提私教
瑜伽私教
代金券
悦生活瑜伽康体馆学生月卡套餐
特色空中瑜伽3节课体验
一对一私教体验
瑜伽周卡
减肥3次
瑜伽专业私教一对一
高温瑜伽
企业体验课
私教一节
O2TIME有氧 单人周卡

单人私教一对一瑜伽5次
代金券
桌球4小时
买断4小时桌游
黑八套餐
桌球
单人瑜珈周卡

三次舞蹈体验
圣伽瑜伽会馆周卡套餐
斯诺克
单人练球
麻将（六小时）
乔氏赛台畅打
乔氏TV台畅打
三次体验卡
台球-斯诺克
八号基地英式台球单人（男生）
瑜伽周卡体验
斯诺克
斯诺克
棋牌茶水套餐
瑜伽课程
梵境瑜伽瑜伽次卡
瑜伽次卡
一对一瑜伽私教体验
月卡
瑜伽一对一私教
一对一 VIP私教瑜伽
月卡瑜伽课
瑜伽月卡
乔氏黑八桌球
斯诺克套餐
悦享瑜伽单人私教体验卡
瑜伽双月卡
瑜伽私教体验
户外拓展训练代金券
月卡
代金券
限量次卡原价188元+体测一次
星牌乔氏赛台三小时
台球单约4小时套餐
乐八棋牌2小时
禅逸瑜伽周卡一张
价值198元仅售19.8元周练习卡，节假日通用！
斯诺克
3人行单次体验课
雨桐瑜伽周卡
月卡
中包棋牌（6小时）
绅迪钢库黑八2小时
豪华棋牌室6小时套餐
棋牌
八号基地英式台球三小时
桌球
八号基地美式台球两小时
八号基地美式台球单人（女）
周卡
瑜伽（1对1私教）体验

身心灵成长课程单次体验
月卡
瑜伽月卡
普拉提斯大小球（月卡）
东尚梵·悟瑜伽代金券
月卡
瑜伽10次体验
瑜伽普拉提/肚皮舞通用月卡通用月卡
瑜伽月卡活动体验套餐
瑜伽月卡
月卡
聚友桌球乔氏钢库斯洛克2小时
斯诺克
K8桌球畅打3小时
力绅木库黑八2小时
斯诺克3小时
小班课体验卡
桌球3小时套餐
斯诺克6小时
单人体验周卡
雨桐瑜伽周末月卡
瑜伽单人周卡
斯诺克2小时
2小时桌球
斯诺克2小时
中式黑八
棋牌4小时套餐（大包间）

斯诺克
瑜伽月卡
X、O型腿调整_1对1瑜伽私教单次体验卡
禅瑜伽季度卡
10次卡
脊柱侧弯调理_1对1瑜伽私教单次体验卡
腰椎调理_1对1瑜伽私教单次体验卡
肩颈调理1V1私教单次体验卡
产后修复_1对1瑜伽私教单次体验卡
女性盆腔调理_1对1瑜伽私教单次体验卡
元舜斯诺克2小时
桌球3小时
梵·悟瑜伽3次卡+一次高空瑜伽

桌球
桌球
棋牌
中式8球
瑜伽团课月卡
桌球畅玩
清悦瑜伽月卡
Morning Yoga 单人瑜伽周卡
纤体塑形瑜伽精品周卡套餐
黑八台球三小时套餐
八号基地英式两小时
8号基地美式台球单人（男）
斯诺克
斯诺克

单人3次体验卡
英式斯诺克
桌球
美式8球
台球三十元 不限时
桌球畅玩
桌球2小时
桌球2小时套餐
瑜伽大班（20节课起）
斯诺克套餐
棋牌4小时套餐（小包间）
桌球
禅瑜伽10天卡
斯诺克
月卡
瑜伽单人月卡
启点桌球4小时套餐
桌球
桌球

90分钟桌球
私教周卡
大包棋牌（6小时）
台球
斯诺克
斯诺克3小时
斯诺克
舞蹈体验
瑜伽体验
乔氏钢库黑八2小时套餐
台球一小时
3小时台球
一小时桌球
中式黑八
黑八套餐
台球
桌球黑八3小时
麻将4小时
黑八桌球2
斯诺克
桌游
桌球
斯诺克套餐
台球
启点桌球
斯诺克
来力桌球早场套餐
桌球
桌球两小时畅玩
台球二小时
黑八桌球
SKY舞之城课程体验
单次高温瘦身卡
斯诺克2小时
桌球黑八6小时
会员区3小时套餐
一张台球桌1小时
桌球畅玩
高温单次卡
博珈梵瑜伽月卡
单人月卡
魅丽女子舞蹈月卡
美式黑八
梵境瑜伽月卡
银腿黑八套餐
普通区3小时套餐
台球
周内特价桌球体验
黑八2小时畅玩

月卡
单人空中、高温瑜伽二选一
单人周末月卡

黑八体验
点对点桌球包时6小时（12:00-18:00）套餐
斯诺克2小时
埃及肚皮舞 印度舞 芭蕾形体课程 瑜伽
K8桌球黑八
桌球（2小时）
代金券
棋牌
小包棋牌（6小时）
桌球
节假日桌球体验
魅丽女子单月卡
单人肚皮舞月卡
舞蹈体验券
桌球
斯诺克2小时畅打
黑八
特价桌球体验
黑八3小时畅打
桌球3小时
VIP区3小时套餐
凯比伦舞蹈月卡
单人瑜珈私教课
润帝康桌球黑8
单人畅玩不限时
桌球
斯诺克套餐
斯诺克
代金券
仅售9.9元，台球畅玩1小时！
代金券
斯诺克2小时
2小时台球
代金券
黑八2小时畅打
双星黑八（一小时）
点对点桌球包时3小时（9:00-12:00）套餐
来力桌球晚场套餐
启点桌球畅玩2小时
来力桌球三小时套餐
台球
启点桌球2小时套餐
星牌乔氏赛台一小时

瑜伽体验课
中包棋牌
银腿黑八套餐
代金券
代金券
代金券
代金券
黑八1小时畅打
代金券
茉莉花茶
黑八2小时
黑八台球一小时套餐
来力桌球1小时套餐
代金券
单人普拉提私教课
台球
实体卡
桌球斯诺克
台球（标力美式黑八或LED黑八2选1）
来力桌球2小时套餐
洁肠瑜伽课
桌球1小时
代金券

美式黑八

台球
实体卡
周卡
100次次卡


周内白场10：00--18：00
学生健身年卡
月卡
周卡
周卡
贵宾私教一对一月卡
圣莫尼卡健身年卡
健身教练基础私教培训
击剑
双人趣味私教定制16节课
家庭年卡（2大人+1儿童）
游泳+健身双人年卡
季卡
伯爵健身年卡
汗水是脂肪的眼泪
健身通用双人行半年卡
私教课
健身次卡
4次私教课
伯爵健身半年卡
IDO健身-港月计划减脂运动
次卡
三人季度卡
健身年卡
健身月卡
力源健身双人季度卡
IDO高级健身-港/单次体验（快速搏击）
PAPA健身7天训练营
双人行/年卡
格斗类课程
单人健身年卡
健身体验卡年卡
单人CrossFit 初次体验月卡
健身房单人单卡月卡
马匹寄养
私教月套餐
健身体验卡季卡
健身年卡
健身卡（终级年卡双人行）
单人游泳健身年卡

健身卡（终级一年卡）
年卡

健身双人单卡（情侣卡）年卡
学生季卡
青少年格斗培训班
健身卡（两年卡）
健身双年卡
个人一年卡送两年
半年卡
个人两年卡
健身卡/半年
力源健身半年卡
全市通用全年套餐
女子防身术班
健身季卡
单人全市通用季度卡（健身卡）
瘦身
IDO高级健身-港急速瘦身月计划
代金券
天磊羽毛球1v3私教班
健身
健身季卡
学员骑马培训
健身类课程
双人健身卡
健身年卡
CrossFit基础课
搏击体验月卡
健身月卡
健身年卡

健身体验情侣卡
格斗全年卡
个人年卡
搏击体适能训练月卡
篮球全场包场两小时
风火轮儿童轮滑套餐
游泳一对二私教指导
室内篮球场地全场包场卷（2小时）

高尔夫成人/儿童普通班 1对2私教班（14节课）
急速瘦身
专业私教一对一
格斗半年卡
阳光年卡（时段卡）
少儿游泳班
天磊游泳培训
健身半年卡
健身双人单卡（情侣卡）季卡
愤怒之火套餐
拳击格斗季卡
季卡
单人年卡
单人年卡
年卡
博季月卡
游泳一对三私教指导
健身单人单卡年卡
篮球陪练
游泳一对一私教指导
黄金足球卡
储值卡

私教健身课程
羽毛球课程10次套餐
高尔夫成人.儿童1对2私教班（14节课）
7天减脂训练营
暑期青少儿太极特训班
健身月卡
海浪健身年卡

年卡
会员卡（金卡）
健身房单人单卡季卡
篮球半场包场两小时
艺迦瑜伽充值卡
健身季卡
健身卡（阳光年卡）
代金券
游泳健身月体验卡
成人太极拳季卡
篮球全场预定
健身年卡
健身双人单卡（情侣卡）月卡

半年卡
跆拳道教练培训
月卡（一个月内不限次数）
篮球包全场
海浪健身半年卡
羽毛球大班

游泳少儿培训班
天磊高尔夫成人.儿童私教班1对1私教班单人卡
游泳培训
天磊成人/儿童普通班 1对多（10节课）
会员卡（银卡）
单人跆拳道月卡
跆拳道月卡

海浪健身季卡
大米童趣冠军道场季卡


乒乓球俱乐部次卡
单人滑翔伞飞行（含指导）
60鞍时半记名卡
青少年跆拳道年卡
健身房半年卡
单人滑翔伞飞行（含指导）
暑期青少儿散打搏击集训营
天磊羽毛球成人/儿童私教班1对1（10节课）
暑期青少儿自卫防身术集训营
10鞍时全记名卡
室内篮球场地全场包场卷（2小时）
跆拳道全年卡
跆拳道年卡
天磊高尔夫乐部一对一（14节课）
跆拳道体适能暑期培训
跆拳道暑假班卡
跆拳道体适能暑半年课程
跆拳道培训半年卡
天磊网球成人/儿童普通班 1对多（10节课）
天磊网球成人/儿童私教班1对3（10节课）
艺迦瑜伽充值卡
天磊高尔夫乐部一对二（14节课）

储值卡
跆拳道标准课程
篮球年卡特惠
乒乓球俱乐部年卡
跆拳道半年卡
羽毛球训练班开课
天磊高尔夫乐部一对三（14节课）
天磊网球成人/儿童私教班1对2（10节课）
天磊羽毛球成人/儿童私教班1对3（10节课）
天磊高尔夫乐部一对一（单次）
艺迦瑜伽双年卡
艺迦瑜伽半年卡
会员卡（普通）
超值季度卡
主场篮球一年年卡套餐
成人/儿童私教班1对1私教班（10节课）
羽毛球提高班
街舞
天磊羽毛球1v1私教班
全能教练班特惠
瑜伽教练课程
暑期班
跆拳道季度卡
主场篮球半年年卡套餐
雨桐国际瑜伽单月卡
双月卡
双人瑜伽月卡
月体验卡
普拉提大器械5人月卡
健身瑜伽月卡
肚皮舞小班课
备孕瑜伽月卡
骑士卡
颈肩瑜伽
普拉提大器械3人月卡
瑜伽教练培训套餐
梵境瑜伽年卡特惠
高级教培课程
双人年卡
学生双月健身舞蹈
街舞课程周卡
灵动体验卡
单人10次体验套餐
瑜伽双月卡
IC舞蹈单人季卡通卡
单人月卡体验卡
瑜伽单月卡
瑜伽周末年卡
教练班培训
瑜伽月卡
瑜珈教练培训
全民健身年卡
肚皮舞一对一超值学习套餐
教练班
瑜伽月卡
舞出瑜珈之魅月卡
周末年卡

月卡
瑜伽单人月卡
健身瑜伽月卡
瑜伽月卡
瑜伽教练单人卡
瑜伽月卡
单人月卡
瑜伽双月卡
价值600元仅售360元，次卡10次
瑜伽月卡套餐
零基础瑜伽教练培训
瑜伽教练班
肚皮舞初级入门系统专业学习超值套餐课程48
街舞全年通卡
价值2998元仅售1198元，周末年卡练习卡，节假日通用！
舞蹈健身套餐
瑜伽初、中级教培课程
瑜伽年卡
十节课一个周期
月卡8节
系统培训班/教培班预科
年卡
周末年卡
暑假集训营
单人年卡
舞蹈课体验年卡
瑜伽年卡
单人夏季速瘦塑形特惠形体管理瑜伽一年半卡
艺迦瑜伽年卡
年卡（96课时）
瑜伽暑期卡
梵净瑜伽年卡
精品私教课
孕期瑜伽月卡
西京舞蹈跆拳道艺术培训中心季度卡
瑜伽周末年卡
产后修复瑜伽月卡
vx街舞成人年卡
瑜伽年卡
10000元储值卡
瑜伽双月卡
月卡
精品教练班
瑜伽教练班
双人瑜伽亲情卡
周末年卡
瑜伽年卡套餐
私教肚皮舞课程
男士瑜伽年卡
瑜伽半年卡
周末瑜伽教练班
紫韵瑜伽月卡
雨桐瑜伽教练导师培训
零距离健身体验卡
瑜伽私教(20节课起）
单人年卡
单人双季卡
西京舞蹈跆拳道艺术培训中心季度卡
埃及肚皮舞 印度舞 芭蕾形体课程 瑜伽
梵境瑜伽双月卡
瑜伽季卡
梵境瑜伽半年卡
舞蹈季卡
埃及肚皮舞 印度舞 芭蕾形体课程 瑜伽
瑜伽企业课
清晨瑜伽双月卡
Morning Yoga 单人瑜伽双月卡
单人清晨瑜伽双月卡套餐
产后修复瑜伽月卡
七日肩颈调理精品课
七日断食肠胃调理瑜伽
七日脊椎、腰椎调理精品小班课
瑜伽季卡套餐
单人月卡
年卡（提高班）96课时
仅售598元，价值1160元双月练习卡，节假日通用！
高温瑜伽
成人摩登舞24次季卡
雨桐国际瑜伽月卡
紫韵瑜伽周末年卡
瑜伽教练班
肚皮舞教练班
千水莲瑜伽季卡
年卡基础班（96课时）
肚皮舞精品成舞学习超值套餐
季卡
年卡（强化班）48课时
半年卡
15天极速瘦身瑜伽
爵士舞月卡
埃及肚皮舞 印度舞 芭蕾形体课程 瑜伽
高温瑜伽课（连续7天高温+1天常温）
空中瑜伽
西京舞蹈跆拳道艺术培训中心季度卡
成人拉丁舞季卡 （一季不限次数）
私教卡
金卡
年卡
单人瑜珈年卡
瑜伽教练班
博珈梵瑜伽翡翠会馆周末年卡
单人季卡
尖叫舞蹈爵士舞15次卡
瑜伽  舞蹈
少儿民族舞学期套餐
【旺座现代】肚皮舞、瑜伽、民族舞舞蹈体验课
雨桐瑜伽月卡
瑜伽季卡（三个月）
单项季卡1张
瑜伽课程
汉乐宫聚会吧
瑜伽半年卡
