"shangpaishijian","licheng","biansu","zhouju","mali","tianchuang1","tianchuang2","zhenpizuoyi","daocheyingxiang","daocheleida","GPS","zhongdashigu","waiguan_neishi","yuanjia","baojia","ratio","SUV","紧凑型车","其他","小型车","中大型车","中型车","国四","国五","普通级轿车","微型轿车","中高级轿车","中级轿车","华晨宝马","其他.1","上汽大众","上汽集团","上汽通用别克","上汽通用雪佛兰","一汽.大众奥迪","长安福特"
16,0.25,"0",2740,547,"0","0","1","1","1","1","0","0",422,220,0.0853598489511571,"0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
17,1.13,"0",2950,224,"0","0","0","0","0","0","0","1",20.6,13.5,0.642594901397114,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
3,2.17,"0",2871,220,"1","1","1","1","1","1","0","0",29.7,22.58,1.15415683329763,"0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
38,5,"0",2751,211,"0","0","1","0","1","0","0","0",64.9,30,-0.151289447546226,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
35,3.29,"0",2660,241,"0","1","1","1","1","1","0","0",68.2,24,-0.610670958735707,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
36,7.9,"0",3122,333,"1","1","1","1","1","1","0","0",126.8,45,-0.597614753838382,"0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
43,7.82,"1",2656,95,"0","0","1","0","0","0","0","1",10.4,4.1,-0.429562659687225,"0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
32,6.46,"0",2850,242,"1","0","0","1","1","1","0","1",26.4,13,-0.0303053494953289,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1"
8,1.28,"0",2660,180,"1","1","1","1","0","0","0","0",26,19,0.998528830111127,"1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
59,10.4,"0",2933,306,"1","0","1","1","1","1","0","1",114.5,30.11,-1.03059156867623,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
17,2.65,"0",2760,150,"1","1","0","1","1","1","0","1",30.9,16,0.071227509288368,"1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
9,1.24,"0",1873,71,"0","1","0","0","1","0","0","0",13.8,8.8,0.565313809050061,"0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
33,6.93,"0",2790,188,"1","0","1","1","0","0","0","0",32.4,19,0.349184272209575,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
6,2.42,"0",2700,177,"1","0","0","1","1","1","0","1",14.8,10,0.7339691750802,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
6,2.4,"0",2495,102,"0","0","0","0","0","0","0","0",22.3,14,0.522801814812706,"0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
18,4.54,"0",2856,180,"1","0","1","0","1","0","0","1",33.6,17.5,0.0833816089390508,"0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
42,9.81,"0",3108,258,"1","0","1","1","1","1","0","0",60.7,25,-0.356274863917393,"0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
26,0.01,"0",2715,125,"1","0","0","1","1","1","0","0",21.9,16,0.997636371328108,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
7,7.79,"0",2837,150,"1","0","1","1","1","1","0","1",31.3,18,0.302607722668457,"0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
32,13.67,"1",2600,109,"0","0","0","0","0","0","0","1",4.8,1.6,-0.693147180559945,"0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
21,5.97,"0",2603,170,"1","1","1","0","1","0","0","1",36.2,18,-0.0110498361865852,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
15,8.87,"0",2705,109,"1","0","1","1","1","1","0","1",28.2,10.5,-0.522189382416306,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
45,12.02,"0",2895,333,"1","0","1","0","1","1","0","1",100.1,50,-0.00199800266267311,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
4,4.7,"0",2700,156,"1","1","0","1","1","1","0","0",14.1,8.5,0.417299565755167,"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
7,8.61,"1",2835,136,"0","0","0","0","0","0","0","0",11,9,1.50407739677627,"0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
11,1.79,"0",2570,150,"1","1","0","1","1","0","0","1",17.2,11.8,0.781700577901391,"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
57,7.82,"0",2660,156,"1","0","0","0","1","0","0","1",32.5,13,-0.405465108108164,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
3,1.68,"1",2630,122,"1","0","0","0","1","0","0","1",9.3,6.28,0.732113149093329,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
16,0.86,"0",2637,131,"1","0","0","0","1","0","0","1",16.8,11,0.640037355245997,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
17,4.38,"0",2670,154,"1","0","0","1","1","1","0","1",20.2,12,0.380772495517793,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
22,8.92,"1",2690,122,"1","0","0","0","1","0","0","0",9.4,3.8,-0.387765531008763,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
12,5.29,"0",2807,237,"1","1","1","1","1","0","0","0",60.6,50,1.55116900431012,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
20,4.2,"1",2700,102,"0","0","0","0","0","0","0","1",4.8,1.7,-0.60077386042893,"0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
4,4.04,"0",2810,136,"1","0","0","0","1","0","0","1",30.7,20.5,0.698037165854137,"0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
21,10.9,"0",2705,109,"0","0","0","1","1","1","0","1",27,10.75,-0.413187154202075,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
24,1.29,"0",2670,154,"1","0","0","1","1","1","0","1",20.2,14.5,0.933682474586024,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
6,3.09,"0",2700,177,"1","0","0","1","1","1","0","0",12.7,9,0.888891757686041,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
6,0.51,"0",2992,608,"1","1","1","1","1","1","0","0",432,320,1.04982212449868,"1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
15,10.28,"0",2790,275,"1","0","1","1","1","1","0","1",100.2,68,0.747541252625744,"1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
0,2.98,"0",2920,245,"1","1","1","1","1","1","0","1",54.9,36.9,0.717839793150317,"0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
46,11.64,"0",2745,245,"1","0","1","0","1","1","0","0",103.3,32.5,-0.778618911363982,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
10,7.06,"0",3109,276,"1","1","1","1","1","1","0","0",53.2,30,0.257045102989891,"0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
22,1.18,"0",2600,100,"0","0","0","1","1","0","0","0",9.3,7.5,1.42711635564015,"0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
4,2.67,"0",2849,340,"1","1","1","1","1","1","0","0",60.8,34,0.23795863709935,"1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
14,3.24,"0",3108,252,"1","1","1","1","1","1","0","1",51.8,41.8,1.43031124653666,"0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
66,18.6,"0",2780,177,"1","0","1","1","1","1","0","0",47.5,18,-0.494018505449609,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
16,1.42,"0",2950,224,"1","0","1","1","1","1","0","0",20.6,13.8,0.707745979981098,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
61,11.82,"0",2700,174,"1","0","1","1","1","1","0","0",31.1,9,-0.898353031187488,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
4,4.54,"0",2805,180,"1","0","0","1","1","0","0","1",19.6,12.8,0.63252255874351,"0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
52,5.85,"0",2776,240,"1","0","1","0","1","0","0","0",34.7,12,-0.637458274699357,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
42,11.98,"0",2915,306,"1","1","1","1","1","1","0","1",97.5,36,-0.535518236356362,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
52,5.33,"0",2578,100,"1","0","0","0","1","0","0","1",16,7,-0.251314428280906,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
9,6.42,"0",2603,110,"1","0","1","0","1","0","0","0",11.5,5.6,-0.0521857531705703,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
10,1.23,"0",2719,314,"0","0","1","1","1","1","0","0",43.1,30,0.82858515145505,"0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
18,3.03,"0",2629,150,"1","1","1","1","1","1","0","0",29.9,15,0.00668898815079671,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0"
1,4.8,"0",2737,184,"1","0","1","1","1","1","0","0",20.6,12,0.333144446528538,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0"
16,11.03,"0",2640,160,"1","0","0","1","1","1","0","0",21.4,9.2,-0.282232467684216,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
43,8.94,"0",2650,109,"1","0","1","1","1","0","0","1",11.9,3.5,-0.8754687373539,"0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
47,7.85,"0",2660,241,"0","1","1","1","1","1","0","0",68.2,24,-0.610670958735707,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
66,10.48,"0",2635,170,"1","0","0","0","0","0","0","0",26,9.11,-0.617349019547842,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
58,13.23,"0",2890,185,"1","0","1","1","0","1","0","0",32.6,10,-0.815364813284194,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
19,3.59,"1",2570,200,"0","0","0","0","0","0","0","0",29.3,24,1.51034700978987,"0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
64,5.34,"0",2600,105,"0","0","0","0","0","0","0","0",10.4,4.7,-0.192903666124492,"0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
13,7.44,"0",2555,140,"1","0","0","0","1","0","0","1",14.5,6.98,-0.0745172211874672,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
15,3.14,"0",2850,181,"1","0","0","0","1","0","0","0",20.9,15.2,0.980829253011726,"0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1"
30,2.57,"0",2467,98,"0","0","0","0","0","0","0","1",24.4,11.5,-0.114880275998422,"0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
7,1.55,"1",2603,110,"1","0","0","0","1","0","0","0",11.7,6.65,0.275228611380495,"0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0"
33,10.13,"0",2684,200,"1","1","1","1","1","1","0","0",31.7,15.5,-0.0441712183131373,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
26,11.68,"0",2755,245,"1","1","1","0","1","0","0","0",47.5,29,0.449525097902195,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
7,3.74,"0",2720,205,"1","1","1","1","1","1","0","0",30.4,16.5,0.171471540769889,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
6,2.26,"1",2630,122,"1","0","0","1","1","1","0","1",10.4,6.6,0.55206858230004,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
22,0.56,"0",2670,154,"1","0","0","1","1","1","0","0",20.2,17,1.67006253425054,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
32,8.08,"0",2684,160,"1","1","1","1","1","1","0","1",28.2,18,0.567984037605939,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
26,0.29,"0",2715,125,"1","0","0","1","1","1","0","0",21.9,15.98,0.993001491442215,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
16,1.17,"1",2700,169,"1","1","0","1","1","1","0","0",14,11.8,1.67964217110735,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
28,8.17,"1",2660,125,"1","0","1","0","1","0","0","0",8.7,5,0.301105092783922,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
6,1.08,"1",2687,113,"0","0","0","0","1","0","0","0",10.5,5.1,-0.0571584138399489,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1"
29,2.57,"0",2596,218,"1","1","1","0","1","1","0","1",47.7,26,0.180784277475068,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
59,5.17,"0",2920,300,"1","0","1","1","1","1","0","0",140.2,52,-0.528363244431318,"0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
5,1.89,"1",3850,136,"1","0","0","0","0","0","0","0",43.2,22,0.0370412716803489,"0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
13,4.12,"0",2670,177,"1","1","0","1","1","1","0","1",16.3,9,0.209350229181874,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
66,13,"0",2660,233,"1","1","1","1","1","1","0","0",70.3,15.8,-1.23819076163628,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
30,11.69,"0",2850,203,"1","0","1","0","1","0","0","1",21.7,9,-0.344377416128326,"0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
22,1.21,"0",2829,170,"1","0","1","0","1","0","0","0",21.2,14.9,0.860811579553927,"0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
46,9.2,"0",3108,306,"1","0","1","1","1","1","0","1",76.4,26,-0.661894637055841,"0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
34,8.34,"1",2648,125,"0","0","0","0","0","0","0","1",13,4.6,-0.602175402354219,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
57,11.49,"0",2800,156,"1","0","1","0","1","0","0","1",22,8.2,-0.520534437892952,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
43,10.89,"0",2648,125,"0","0","0","0","0","0","0","1",14.2,4.5,-0.768048488733063,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
25,0.42,"0",2950,224,"1","0","1","1","1","1","0","1",20.6,15,0.985283603361106,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
54,7.16,"0",2760,218,"1","0","1","0","1","0","0","0",44.9,12.5,-0.952429778490028,"0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
21,0.4,"0",2650,220,"1","0","1","1","1","1","0","1",18.3,13.5,1.03407376753054,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0"
8,7.09,"1",3000,112,"0","0","0","0","0","0","0","1",8.9,3.29,-0.533663154757325,"0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
46,5.65,"1",2678,131,"1","0","1","0","1","0","0","0",17.9,5.9,-0.709954298876326,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
27,11.45,"0",2610,110,"1","0","1","0","1","0","0","1",16.5,7.68,-0.138402322859119,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
12,10.72,"1",2550,99,"0","0","0","0","0","0","0","1",8.2,5,0.44628710262842,"0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
24,4.97,"0",2837,269,"1","1","1","1","1","1","0","0",45.6,19.2,-0.318453731118535,"0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
13,1.86,"1",2610,120,"1","1","0","1","1","1","0","0",9.1,6,0.660357357736954,"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
12,2.31,"1",2800,122,"0","0","0","0","0","0","0","1",15.2,9.2,0.42744401482694,"0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
61,7.87,"0",2760,218,"1","1","1","0","1","1","0","0",51.3,13,-1.08050053872506,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
13,5.21,"1",2660,125,"1","0","1","0","1","0","0","0",8.7,5.2,0.395895657092014,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
6,5.51,"1",2750,137,"1","0","0","1","1","1","0","1",9.7,5.8,0.396881364416773,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
51,4.8,"0",2800,156,"1","0","1","1","0","1","0","0",24.2,12.6,0.0826917158451136,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
11,3.58,"0",2869,180,"1","0","1","0","1","1","0","0",40.5,22,0.173271721274037,"0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
50,12.03,"1",2678,131,"1","0","1","0","1","0","0","1",17.9,6.18,-0.639978512679267,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
34,10.87,"0",2807,271,"1","1","1","1","1","1","0","0",51,21.8,-0.292258739479193,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
47,3.79,"1",2710,113,"0","0","1","0","1","0","0","1",7.4,3.6,-0.0540672212702759,"0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
30,2.81,"1",2570,107,"1","0","0","0","1","0","0","0",9.2,4.9,0.130620182417064,"0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
41,8.08,"1",2800,113,"0","0","0","0","0","0","0","1",6.9,2.5,-0.56531380905006,"0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
6,3.69,"0",2850,163,"1","1","0","1","1","1","0","1",15.9,9.58,0.415958383824003,"0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
21,1.78,"0",2670,154,"1","0","0","1","1","1","0","1",20.2,13.99,0.812181892732003,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
43,7.54,"1",2648,125,"1","0","0","0","1","0","0","1",14.4,4.39,-0.824255366240049,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
25,0.52,"0",2670,154,"1","0","0","1","1","1","0","0",20.2,14,0.814508037564213,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
12,1.12,"0",2856,238,"1","0","1","0","1","1","0","0",54.9,28.9,0.105745057096904,"0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
23,2.14,"0",2715,125,"1","0","0","1","1","1","0","1",21.9,15,0.776528789498997,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
17,3.32,"0",2980,299,"1","1","1","1","1","1","0","1",47.6,34,0.916290731874155,"1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0"
7,1.31,"0",2690,181,"0","0","0","0","0","0","0","0",20.1,12,0.393042588109607,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1"
7,2.86,"0",3210,326,"1","1","1","1","1","1","0","0",147.4,84,0.281352937400133,"0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
42,2.95,"1",2710,143,"0","0","0","0","1","0","0","1",7.4,2.1,-0.925769475828699,"0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
14,0.66,"0",2873,245,"1","1","1","1","1","1","0","0",69.7,53,1.15488319412941,"0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
16,7.56,"1",2750,92,"0","0","0","0","0","0","1","1",3.9,1.7,-0.2578291093021,"0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
5,2.65,"0",2495,102,"1","1","0","0","1","0","0","0",24.4,15,0.467340511826252,"0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
7,5.71,"0",2857,269,"1","1","1","1","1","1","0","1",52.1,27,0.0729690198665906,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
3,2.66,"0",3108,218,"1","0","1","1","1","1","0","0",54.2,34,0.520677920209002,"0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
41,4.65,"1",2610,106,"0","0","0","0","1","0","0","1",8.2,2,-1.1314021114911,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
18,8.23,"0",2706,186,"1","1","1","1","0","0","0","1",25.9,16,0.480053965099237,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
4,7.13,"0",2684,160,"1","1","0","0","1","0","0","0",26.7,15,0.2484613592985,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0"
17,1.66,"0",2475,265,"0","0","1","0","1","0","0","0",78.8,66.5,1.68760268528344,"0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
39,9.05,"0",3088,167,"0","0","0","0","0","0","0","1",22.7,9,-0.42017125549786,"0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0"
23,4.79,"0",2603,170,"1","1","0","0","1","0","0","0",30.9,15.5,0.00647251450561752,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
5,1.8,"0",2700,169,"1","1","0","1","1","1","0","0",16.2,10,0.478035800943,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
25,0.14,"0",2650,152,"1","0","0","1","1","1","0","0",14.5,11,1.145132304303,"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
52,10.51,"1",2340,69,"0","0","0","0","0","0","0","1",3.6,0.7,-1.42138568093116,"0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
15,4.5,"0",2670,154,"1","0","1","1","1","1","0","0",22.8,10,-0.246860077931526,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
35,6.6,"1",2570,107,"0","0","0","0","1","0","0","1",8.6,2.7,-0.78170057790139,"0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
57,9.06,"1",2500,100,"0","0","0","0","0","0","0","0",8.9,4,-0.20294084399669,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
6,2.03,"0",1867,70,"0","1","0","0","0","0","0","1",15,9,0.405465108108164,"0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
4,2.31,"0",1867,102,"0","1","0","0","0","0","0","1",24.4,10,-0.364643113587909,"0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
21,0.89,"1",3050,117,"0","0","0","0","0","0","0","1",5.4,3.8,0.864997437486604,"0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
11,7.22,"0",2850,242,"1","0","1","1","1","1","0","1",28.9,15,0.0761613609655644,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1"
38,6.97,"1",2500,97,"0","0","0","0","0","0","0","1",5.9,2.5,-0.307484699747961,"0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
8,2.53,"1",2660,154,"1","0","0","1","1","1","0","1",9.8,6.8,0.818310323513951,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
19,0.69,"0",2950,224,"0","0","0","0","0","0","0","0",19.9,16.5,1.57958494928442,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
61,5.48,"1",2800,82,"0","0","0","0","0","0","0","0",6.4,1.52,-1.16643488500687,"0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
8,2.34,"0",2699,156,"1","1","0","0","1","0","0","0",31.5,22,0.839750654751821,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
6,4.75,"0",2807,237,"1","1","1","1","1","0","0","0",60.6,50,1.55116900431012,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
24,2.09,"0",2715,125,"1","0","0","1","1","1","0","1",21.9,15,0.776528789498997,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
12,1.99,"0",2650,109,"1","0","0","1","1","1","0","0",9.9,8.6,1.88939793879197,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
26,10.49,"0",2670,154,"1","0","1","1","1","1","0","0",22.8,9,-0.42744401482694,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
7,2.8,"0",2720,205,"1","1","1","1","1","1","0","1",30.4,16,0.105360515657826,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
2,1.89,"0",2648,125,"1","0","0","0","1","0","0","0",14.8,7.19,-0.0567720001406393,"0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1"
14,3.9,"0",2950,234,"1","1","0","1","1","1","0","0",18.4,15.8,1.80449849500549,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
15,0.78,"0",2600,99,"1","0","0","1","0","0","0","1",27.4,22.88,1.62175117266746,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
22,0.56,"0",2829,170,"1","0","1","1","1","0","0","0",22.2,16,0.948039430188736,"0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
15,3.63,"1",2686,110,"0","0","0","0","1","0","0","1",14,7.5,0.143100843640673,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
33,9.09,"0",2900,277,"1","1","1","1","1","1","0","0",67.1,26,-0.457911583480707,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
16,8.73,"1",2510,126,"1","0","0","0","1","1","1","1",8.5,3.5,-0.356674943938732,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
