"shangpaishijian","licheng","biansu","zhouju","mali","tianchuang1","tianchuang2","zhenpizuoyi","daocheyingxiang","daocheleida","GPS","zhongdashigu","waiguan_neishi","yuanjia","baojia","ratio","SUV","紧凑型车","其他","小型车","中大型车","中型车","国四","国五","普通级轿车","微型轿车","中高级轿车","中级轿车","华晨宝马","其他.1","上汽大众","上汽集团","上汽通用别克","上汽通用雪佛兰","一汽.大众奥迪","长安福特"
36,7.78,"0",2700,126,"1","0","1","0","0","0","0","0",13.6,6.5,-0.0882926071456781,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
42,14.17,"0",2815,171,"1","0","1","1","1","1","0","1",24.9,7.2,-0.899483613557774,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
1,2.51,"0",2629,150,"0","0","0","0","0","0","0","0",20.1,13.2,0.648695417989111,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0"
24,11.66,"0",3215,272,"1","1","1","1","1","1","0","0",64.9,31,-0.0894278099012586,"0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
5,3.98,"1",2685,113,"0","0","0","0","0","0","0","1",9.8,5.2,0.122602322092332,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
7,3.58,"0",3108,218,"1","0","1","1","1","1","0","1",54.2,34,0.520677920209002,"0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
59,4.91,"0",2760,204,"1","1","1","0","1","1","0","0",67.1,18,-1.00348727690431,"0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
37,7.37,"0",2700,128,"1","0","0","0","1","0","0","1",13.5,6,-0.22314355131421,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
83,18.31,"0",2790,190,"1","0","1","1","0","1","0","0",34.6,10.5,-0.830836583333132,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
12,2.33,"0",2603,110,"1","0","0","0","1","0","0","1",11.9,7.41,0.500977737553833,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
18,4.3,"1",2661,141,"1","0","0","0","1","0","0","1",10.4,3.86,-0.527269981992368,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
34,1.45,"1",2500,110,"0","0","0","0","0","0","0","0",6.2,3,-0.0645385211375712,"0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
15,4.32,"1",2650,123,"0","0","0","1","0","1","0","0",10.7,4.4,-0.358945092473271,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
36,5.76,"0",2600,113,"0","0","1","0","0","0","0","1",11.1,4.1,-0.534923175345051,"0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0"
1,2.41,"1",2530,126,"1","0","0","1","0","0","0","0",8.7,4.5,0.0689928714869516,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
36,10.89,"0",2690,242,"1","1","1","1","1","0","0","1",28.5,12.6,-0.232622295268753,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1"
1,1.83,"0",2555,140,"1","0","0","1","1","0","0","1",14.5,8.5,0.348306694268216,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
4,2.86,"0",3012,180,"1","0","0","1","1","1","0","0",44.5,28,0.528844129268669,"0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0"
4,8.41,"0",2650,137,"0","0","0","0","0","0","0","0",14.8,8,0.162518929497775,"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
42,13.43,"1",2615,109,"0","0","1","0","0","0","0","1",5.9,1.8,-0.823200308808143,"0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
29,7.13,"1",2645,136,"0","0","0","0","1","0","0","1",9.7,3.6,-0.527354925717201,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
20,9.92,"0",3013,272,"0","0","0","0","0","0","0","1",89.1,38,-0.296198337483273,"1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
26,2.54,"0",2760,150,"1","1","1","0","1","1","0","1",35.1,16.5,-0.119801199812621,"1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0"
16,5.45,"1",2650,109,"0","0","0","0","0","0","0","1",8.3,4.2,0.0240975515790603,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
8,6.88,"0",2720,205,"1","1","1","1","1","1","0","0",30.4,14,-0.158224005214894,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
115,13.83,"1",2640,124,"0","0","0","0","0","0","1","1",14.1,1.42,-2.18936907739591,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
52,7.3,"1",2678,131,"1","0","1","0","1","0","0","0",17.9,6,-0.684778930889429,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
40,11.33,"1",3080,139,"0","0","0","0","0","0","0","1",14.2,4.9,-0.640779195042629,"0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
6,7.19,"0",2750,169,"1","1","0","0","1","0","0","1",23.9,13,0.176186568226439,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0"
9,2.32,"0",2700,158,"1","0","0","0","1","0","0","0",16.6,13,1.28401551199947,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
4,6.04,"0",2807,237,"1","1","1","1","1","0","0","1",60.6,44.5,1.01666991718178,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
18,5.08,"1",2660,125,"1","0","0","1","1","1","0","1",8.8,3.68,-0.330241686870577,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
30,12.82,"0",2635,113,"1","0","1","0","1","0","0","1",11.7,4.5,-0.470003629245736,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
19,0.05,"0",2604,110,"0","0","0","0","0","0","0","0",11.7,8.5,0.97691535369059,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
30,3.42,"0",2761,160,"1","0","1","1","1","1","0","0",22.6,8.9,-0.431344556095985,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
4,0.63,"1",2652,117,"0","0","0","0","0","0","0","0",9.1,4.7,0.0659579677917976,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
16,2.57,"0",2715,169,"0","0","0","0","0","0","0","0",14.8,11,1.06289420606603,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
45,5.06,"0",2520,109,"1","0","0","0","1","0","0","1",9.7,2.8,-0.901901994422055,"0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
64,8.79,"1",2465,103,"1","0","0","0","1","0","0","0",7.8,1.2,-1.70474809223843,"0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0"
62,10.36,"0",2685,121,"0","0","0","0","0","0","0","1",14.6,3.7,-1.08042996958492,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
29,3.62,"1",2610,131,"1","0","1","0","1","0","0","0",14.5,7.2,-0.0137933221323359,"0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
9,3.93,"1",2650,113,"1","0","0","0","1","0","0","1",8.9,3.3,-0.528844129268669,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
28,4.42,"0",2520,109,"1","0","0","0","1","0","0","1",10,3.3,-0.708185057924486,"0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
6,4.97,"0",2610,110,"1","0","1","0","1","0","1","0",15.3,8,0.0915671935254906,"0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0"
8,3.01,"0",2662,150,"1","0","0","1","1","1","0","0",18.4,9.3,0.021739986636406,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
41,7.42,"0",2837,186,"0","0","0","0","0","0","0","1",25.6,10,-0.444685821261446,"0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0"
13,2.39,"0",2670,169,"1","0","1","1","1","1","0","1",27.1,15.8,0.335207214314626,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
10,5.41,"1",2803,131,"1","0","1","0","1","0","0","0",21.1,11,0.0853598489511566,"0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0"
19,5.49,"0",2685,147,"1","0","1","0","1","0","0","0",17.9,8,-0.213093215460708,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0"
10,3.43,"1",2750,112,"0","0","0","0","0","0","0","1",7,5,0.916290731874155,"0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
17,3.65,"0",2737,154,"1","0","1","0","1","0","0","1",20.3,9.5,-0.128254335523679,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0"
42,13.42,"0",2630,142,"1","0","1","0","1","0","0","1",20,6,-0.847297860387204,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
7,3.23,"1",2680,150,"1","0","0","1","1","1","0","1",11.1,6.5,0.345745873406542,"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
41,8.11,"1",2600,106,"0","0","0","0","0","0","1","1",13.7,3.6,-1.03160157838515,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0"
7,3.39,"1",2700,143,"0","0","1","0","0","1","0","1",11.8,5,-0.307484699747961,"0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
7,2.94,"0",2720,205,"1","1","1","1","1","1","0","1",30.4,13.9,-0.171471540769889,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
35,6.34,"0",2690,177,"1","1","0","0","1","0","0","1",23.6,10,-0.307484699747961,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
12,2.67,"0",2670,154,"1","0","1","1","1","1","0","0",22.8,11.5,0.0175443096509095,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
5,6.82,"0",2656,150,"0","0","0","0","0","0","0","0",20,12,0.405465108108164,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0"
3,1.91,"1",2570,107,"0","0","0","0","0","0","0","0",7.9,4.75,0.410742165209008,"0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
16,7.36,"0",2820,184,"1","0","1","1","1","1","0","0",44.4,25.5,0.299516530098784,"0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
32,3.9,"0",2648,125,"0","0","0","0","0","0","0","0",14.2,6.3,-0.226313126075489,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
30,4.77,"1",2640,124,"1","0","0","0","1","0","0","1",12.2,4.5,-0.537142932083364,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
7,8.19,"1",2610,139,"0","0","0","0","0","0","0","0",10.8,5.23,-0.062983775862361,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
7,6.12,"0",2720,205,"1","1","1","1","1","1","0","1",30.4,14,-0.158224005214894,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
61,13.84,"1",2600,112,"1","0","0","0","0","0","0","0",10.1,2.88,-0.91906465875688,"0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
26,5.14,"1",2685,121,"0","0","0","0","0","0","0","0",13,5.8,-0.216223108469636,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
14,3.15,"0",2968,320,"1","0","1","1","1","1","0","0",103.3,52,0.0135529664047037,"0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
5,4.32,"0",2670,177,"1","0","0","1","1","0","0","1",19.5,11.1,0.27871340246902,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
14,2.34,"0",3157,240,"1","1","1","1","1","1","0","0",86.6,46,0.124873329881408,"0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
25,0.08,"0",2650,123,"0","0","0","0","1","0","0","0",9.2,8,1.89711998488588,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
56,6.76,"1",2390,103,"0","0","1","0","1","1","0","1",8.9,2.16,-1.13795170322814,"0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
45,7.77,"1",2470,86,"0","0","0","0","0","0","0","1",9.3,3.5,-0.505094949057006,"0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
27,14.11,"0",3070,306,"1","1","1","0","1","1","0","1",90.2,32,-0.598149451937666,"0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
12,12.94,"0",2807,224,"1","1","1","0","1","0","0","1",46.8,23.5,0.00854706057845835,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0"
35,5.68,"0",2469,122,"1","1","0","0","1","0","0","1",28.2,9.48,-0.680408154782515,"0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
20,3.11,"0",3014,184,"1","0","0","0","1","1","0","1",46.6,29,0.499396927942368,"0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
27,4.43,"0",2850,242,"1","0","0","1","1","1","0","0",26.4,13.5,0.0454623740767572,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1"
39,7.95,"1",2737,154,"1","0","1","0","1","0","0","1",19.7,7,-0.595691844409232,"0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
41,11.05,"0",2837,147,"1","0","0","1","1","0","0","1",18.3,5.95,-0.730264843516448,"0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0"
6,0.9,"0",2700,156,"0","0","0","0","0","0","0","0",28.9,23.5,1.47060146757988,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
19,6.33,"1",2680,150,"0","0","0","0","0","0","0","1",13,5,-0.470003629245736,"1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
39,11.02,"0",2712,160,"1","0","1","1","1","1","0","1",29.2,13.7,-0.123444191091122,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
17,4.81,"0",2770,143,"1","1","0","0","1","0","0","0",16.3,8.3,0.0368139731227166,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
18,7.53,"1",2720,140,"0","0","0","0","0","0","0","1",8.7,3.55,-0.37204911118832,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
32,7.52,"0",2612,117,"0","0","0","0","1","0","0","1",12.6,4.8,-0.485507815781701,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
49,6.06,"0",2690,136,"1","0","1","0","1","0","0","0",30.2,12,-0.416514944294749,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
21,11.93,"0",2640,124,"1","0","0","0","1","0","1","0",13.4,4.68,-0.622321127991333,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
21,3.25,"0",2699,156,"0","0","0","0","0","0","0","0",34.5,16,-0.145182009844498,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
9,4.74,"0",2670,190,"0","1","1","1","1","1","0","0",16,7.42,-0.145254856320582,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
28,4.02,"0",2650,109,"0","0","0","0","0","0","0","1",10.7,4,-0.51581316527703,"0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
48,13.08,"0",2795,165,"1","0","1","1","1","0","0","1",21.5,7.3,-0.66536761645287,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
66,9.78,"0",2685,121,"1","0","0","0","0","0","0","0",13.9,3.8,-0.977534357114874,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
2,4.03,"1",2500,120,"0","0","0","0","0","0","0","1",6.3,3.15,0,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
38,3.7,"0",2678,131,"1","0","1","0","1","0","0","0",21.4,7.2,-0.679160938585205,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0"
3,1.76,"1",2630,109,"1","0","0","0","1","0","0","1",7.9,4.05,0.0506437328187547,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
8,4.58,"0",2761,131,"0","0","0","0","0","0","0","0",21.3,11,0.0657513775627804,"0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
3,4.05,"1",2470,90,"0","0","0","0","0","0","0","1",8.2,5,0.44628710262842,"0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0"
12,2.97,"0",2737,184,"1","0","0","0","1","0","0","0",19.7,8.8,-0.214011067750937,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0"
40,8.27,"0",2837,186,"1","1","1","0","1","1","0","0",27.8,9.5,-0.65560926124088,"0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0"
48,12.64,"0",2684,160,"1","1","1","0","1","0","0","1",27.7,12,-0.268754062566262,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
26,5.98,"1",2610,110,"1","0","1","0","1","0","0","0",13.7,6.5,-0.102278849120418,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0"
60,6.78,"0",2755,231,"1","1","1","1","1","1","0","0",67.1,19.3,-0.90692054358657,"1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0"
61,8.07,"0",2610,106,"0","0","0","0","0","0","1","1",12.9,4.8,-0.523248143764548,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
43,3.06,"1",2685,117,"1","0","0","0","1","0","0","1",13,4.08,-0.782198958175848,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
66,4.04,"0",2705,133,"0","0","0","0","0","0","0","0",16.4,3.5,-1.30446434287226,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0"
26,0.27,"1",2535,101,"0","0","0","1","0","0","0","0",5.4,4.5,1.6094379124341,"0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
24,18.37,"1",2650,109,"1","0","0","0","1","0","0","1",9.8,2.6,-1.01856958099457,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0"
54,5.67,"0",3009,254,"1","0","1","0","1","1","0","0",42.1,11,-1.03931254638682,"0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0"
29,5.17,"1",2610,120,"0","0","1","0","1","0","1","0",8.2,2.5,-0.824175442966349,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
11,3.77,"0",2745,175,"1","0","1","1","0","1","0","1",33.3,19,0.284179441900579,"1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
12,0.92,"0",2803,180,"1","0","1","1","1","1","0","1",26.5,19.2,0.96703593087939,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0"
13,11.06,"0",2700,117,"1","0","0","1","1","1","0","1",15.1,8.5,0.252996514463891,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
17,2.36,"0",2837,186,"1","1","1","0","1","0","0","1",25.6,12,-0.125163142954006,"0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0"
4,1.58,"1",2720,88,"0","0","0","0","0","0","0","1",4.6,2.8,0.441832752279039,"0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
26,5.6,"0",2705,133,"1","0","0","0","1","0","0","1",14.1,5,-0.598836501088704,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0"
65,5.87,"0",2705,133,"1","0","0","0","1","0","0","1",15.3,3.99,-1.04189605922626,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0"
49,13.86,"0",2795,165,"1","0","1","1","1","0","0","0",21.5,6.5,-0.836248024200619,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
17,7.48,"0",2750,260,"1","1","1","1","1","0","0","0",29.3,14,-0.0887954987831312,"1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0"
64,8.99,"1",2650,123,"0","0","0","0","0","0","0","0",10.7,2.7,-1.08618976866955,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
47,14.7,"1",2700,126,"0","0","0","0","0","0","0","0",11.4,4.3,-0.501479761347753,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
52,10.01,"1",2350,69,"0","0","0","0","0","0","0","1",3.4,0.7,-1.34992671694902,"0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
11,1.68,"0",2805,180,"1","1","1","1","1","1","0","0",23.6,13.5,0.29015426159717,"0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
56,5.02,"0",2635,136,"1","0","1","0","1","0","0","0",15.6,5.5,-0.607787331608788,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
13,6.59,"0",2640,114,"1","0","0","0","1","0","0","0",13.8,6.8,-0.0289875368732524,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0"
51,6.73,"0",2675,146,"1","0","0","0","0","0","0","1",19.5,6.5,-0.693147180559945,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
27,3.94,"0",2775,276,"1","0","1","1","1","0","0","0",35.6,16.3,-0.168939988098123,"0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
17,8.59,"0",2730,205,"1","0","0","1","1","1","0","1",15.2,6.5,-0.291520848758947,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
2,2.73,"0",2629,150,"1","1","1","1","1","0","0","1",26,14.2,0.185142433135596,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0"
52,7.83,"0",2578,125,"1","1","0","0","1","0","0","0",29.1,9,-0.803495237728811,"0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
56,11.05,"0",2620,170,"1","0","1","0","1","0","0","0",27.4,9.9,-0.569666123788924,"1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
9,6.82,"0",2670,184,"1","1","0","1","1","1","0","1",16.2,10,0.478035800943,"1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
8,4.96,"0",2555,140,"1","0","0","0","0","0","0","0",13.2,6.65,0.0151518050206027,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
17,8.06,"1",2650,113,"1","0","0","0","1","0","0","1",8.9,3.2,-0.577315365034824,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
44,12.78,"1",2600,109,"0","0","0","0","0","0","0","1",7.6,1.8,-1.17007125265025,"0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
49,7.62,"0",2685,121,"1","0","0","0","1","0","0","1",14.6,4.7,-0.744972248424531,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
1,3.11,"0",2690,181,"0","0","0","0","0","0","0","1",23.6,15,0.556287997842748,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1"
5,10.45,"0",2555,140,"1","0","0","1","1","0","0","1",19.2,8,-0.336472236621213,"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0"
19,4.45,"0",2815,147,"1","0","1","1","1","0","0","0",20.8,9.5,-0.1735109271118,"0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
10,4.24,"1",2600,112,"1","0","0","1","1","0","0","1",6.5,4,0.470003629245736,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
28,3.97,"0",2760,184,"1","1","1","0","1","0","0","1",57.5,28,-0.0521857531705701,"0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
26,6.82,"1",2710,147,"0","0","0","0","1","0","0","1",14.3,5.67,-0.420055387355676,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
18,2.58,"1",2720,112,"0","0","0","0","0","0","0","0",5.7,4,0.85566611005772,"0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
66,9.76,"1",2580,105,"0","0","0","0","0","0","0","1",8.6,1.8,-1.32913594727994,"0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
43,8.9,"0",2720,160,"1","0","1","1","1","1","0","0",14.2,3.5,-1.11748077297249,"1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
55,5.38,"1",2600,109,"0","0","1","0","1","0","0","0",7,1.2,-1.57553636075842,"0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
51,5.24,"1",2640,107,"0","0","0","0","0","0","0","1",12.2,3.6,-0.870828357797397,"0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0"
3,2.06,"0",2857,209,"0","0","0","0","0","0","0","0",59.6,27.5,-0.154670025463445,"1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
9,4.43,"1",2708,120,"1","0","1","1","1","1","0","1",13.5,5.5,-0.374693449441411,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
1,6.67,"0",2710,136,"1","0","0","1","1","0","0","1",16.4,7.3,-0.220400065368459,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
18,6.09,"1",2410,94,"0","0","0","0","1","0","0","0",5,1.7,-0.663294217410264,"0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
5,2.8,"0",2603,110,"1","0","0","0","1","0","0","0",12.4,7.2,0.325422400434628,"0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0"
53,4.74,"1",2610,82,"0","0","0","0","0","0","0","0",4.6,0.8,-1.55814461804655,"0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0"
13,1.7,"1",2651,110,"1","0","1","0","1","0","0","0",15.1,9,0.388935806156954,"0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
