shangpaishijian,licheng,biansu,zhouju,pailiang,mali,tianchuang1,tianchuang2,zhenpizuoyi,daocheyingxiang,daocheleida,GPS,zhongdashigu,waiguan_neishi,yuanjia,baojia,paifang,changshang,cheshen_type
51,7.28,0,2578,1.4,125,1,1,0,0,1,0,0,0,29.1,9.19,国四,奥迪(进口),紧凑型车
45,3.48,0,2812,1.8,160,1,0,1,0,1,0,0,1,23.9,11.23,国四,一汽-大众,中型车
67,6.59,0,2630,2,139,1,0,1,1,0,0,0,0,20.5,5.79,国四,东风日产,紧凑型SUV
42,5.54,1,2640,1.8,124,0,0,0,1,0,1,0,1,10.8,3.28,国四,长安福特,紧凑型车
22,1.55,0,2737,2.4,186,1,0,1,0,1,0,0,0,22.2,9.97,国五,上汽通用雪佛兰,中型车
50,4.73,0,2737,2,147,1,0,1,0,1,0,0,0,22.1,7.25,国四,上汽通用别克,中型车
13,1.18,0,2700,1.8,177,1,0,0,1,1,1,0,0,12.7,8.71,国五,长安汽车,紧凑型SUV
44,9.41,0,2810,2,184,1,1,1,1,1,1,0,1,54.2,21.5,国四,宝马(进口),中型SUV
20,13.66,0,3014,2,211,1,1,1,1,1,1,0,0,59.6,25,国四,北京奔驰,中大型车
20,0.52,0,2636,1.4,165,1,1,1,1,1,1,0,0,19.5,13.5,国五,广汽菲克Jeep,紧凑型SUV
26,5.78,0,2869,2,180,1,0,0,0,1,0,0,0,33.6,17.5,国四,一汽-大众奥迪,中型车
75,13.27,0,3028,3,258,1,0,1,0,1,1,0,1,73.8,10.8,国四,华晨宝马,中大型车
67,10.01,0,2610,2,147,0,0,0,0,1,0,0,1,14.6,2.4,国四,东风雪铁龙,紧凑型车
2,3.93,1,2680,1.5,150,0,1,0,1,1,1,0,1,9.8,5,国五,众泰汽车,紧凑型SUV
6,3.03,1,2700,1.5,117,1,0,0,1,1,1,0,0,13.9,8,国五,长安马自达,紧凑型车
15,5.93,0,3108,2,218,1,0,1,0,1,0,0,0,49.9,29,国五,华晨宝马,中大型车
2,11.26,1,2660,1.5,109,1,0,0,1,1,0,0,1,9,4,国五,上汽集团,紧凑型车
70,8.04,0,2490,1.5,103,0,0,0,0,0,0,0,0,10.5,2.9,国四,长安马自达,小型车
34,10.76,0,2648,1.6,125,0,0,0,0,0,0,0,1,14.2,5.65,国五,长安福特,紧凑型车
30,7.01,0,2737,1.6,184,1,0,1,0,1,0,0,1,21.7,8.6,国四,上汽通用别克,中型车
9,6.61,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,9,国五,比亚迪,紧凑型车
63,10.59,1,2640,1.8,124,1,0,0,0,0,0,0,0,12.5,3.8,国四,长安福特,紧凑型车
25,2.67,0,2495,1.5,110,0,0,0,0,0,0,0,0,10.7,5,国四,长安福特,小型车
43,6.03,0,2467,1.6,98,0,0,0,0,0,0,0,1,24.4,8.5,国四,MINI,小型车
90,9.99,1,2600,1.6,106,1,0,1,0,1,0,0,1,11.7,1.9,国四,上汽通用别克,紧凑型车
16,0.87,0,2360,-1,36,0,0,0,1,1,1,0,0,17.9,4.38,-1,北汽新能源,微型车
52,8.61,0,2650,1.5,109,1,0,1,1,1,1,0,0,10.6,3.2,国四,上汽集团,紧凑型车
36,5.28,0,2708,1.4,120,1,0,1,0,1,0,0,0,15.1,6.8,国四,广汽菲克菲亚特,紧凑型车
7,3.11,0,2905,2,170,1,1,1,1,1,0,0,0,26,15.42,国五,上汽通用别克,中型车
3,2.47,0,2873,2,211,0,0,0,0,0,0,0,0,46.5,35,国五,北京奔驰,中型SUV
42,8.56,0,2850,2.5,193,1,0,1,0,0,0,0,0,25.8,13.1,国四,一汽丰田,中型车
44,6.62,0,3014,1.8,204,1,0,1,0,1,0,0,0,47.5,19.61,国四,北京奔驰,中大型车
18,5.91,0,2920,1.8,160,1,1,0,0,1,0,0,0,28.8,14.86,国四,大众(进口),MPV
55,11.53,0,2737,2,147,1,0,1,0,1,0,0,0,22.1,5.82,国四,上汽通用别克,中型车
43,4.99,0,2837,2,147,1,0,0,0,1,0,0,0,18.3,5.74,国四,上汽集团,中型车
42,7.04,0,2660,2,150,1,0,1,0,1,0,0,0,23.9,10.58,国四,一汽丰田,紧凑型SUV
44,7.47,0,2812,1.8,160,1,0,1,0,1,0,0,0,25.3,11.09,国四,一汽-大众,中型车
29,6.19,0,2760,1.8,204,1,0,1,0,1,1,0,0,42.7,16.88,国五,北京奔驰,中型车
16,8.96,0,2807,3,271,1,1,1,1,1,1,0,0,47.7,18.22,国五,凯迪拉克(进口),中型SUV
26,7.25,0,-1,1.8,204,1,1,1,1,1,1,0,0,56.2,25.78,国四,北京奔驰,中大型车
18,8.07,0,2706,2.5,186,1,1,1,1,0,0,0,0,25.9,13.89,国五,东风日产,紧凑型SUV
16,5.65,0,2610,2,139,0,0,0,0,0,0,0,1,13.3,4.96,国五,奇瑞汽车,紧凑型SUV
1,2.17,0,2603,1.4,150,1,1,1,1,1,0,0,0,29.8,17.49,国五,一汽-大众奥迪,紧凑型SUV
36,5.41,0,2600,1.6,110,0,0,0,1,0,1,0,1,11.4,3.3,国四,上汽通用别克,紧凑型车
29,5.49,0,2690,1.6,136,1,0,0,0,1,0,0,0,28.4,11.75,国四,宝马(进口),紧凑型车
9,5.54,0,3708,3.5,422,0,1,1,1,1,1,1,0,74,40,国五,福特(进口),皮卡
21,0.88,0,3200,2,211,1,1,1,1,1,1,0,0,64.4,55.55,国五,福建奔驰,MPV
42,5.26,0,2920,2,184,1,0,1,0,1,1,0,0,43.3,20,国四,华晨宝马,中型车
22,6.56,0,2648,1.6,125,0,0,0,0,0,0,0,1,14.2,5.7,国四,长安福特,紧凑型车
41,6.79,0,3165,3,245,1,1,1,1,1,1,0,1,108.3,45,国四,奔驰(进口),大型车
76,8.92,0,2620,2.4,170,1,0,1,0,0,0,0,1,26,8.5,国四,东风本田,紧凑型SUV
37,7.62,0,2933,3,306,1,1,1,1,1,1,0,1,97.8,36.66,国四,宝马(进口),中大型SUV
52,6.06,1,2720,1.4,102,0,0,0,0,0,0,0,0,5.9,2.3,国四,上汽通用五菱,微面
1,3.03,0,2550,1.5,107,0,0,1,1,0,0,0,1,9.3,6,国五,广汽丰田,小型车
29,9.62,0,3088,2.4,167,1,0,1,0,1,0,0,1,26.9,12,国四,上汽通用别克,MPV
4,3.67,0,2720,1.5,152,1,0,1,1,1,1,0,1,14.8,8,国五,广汽乘用车,中型车
7,4.22,0,2705,1.5,109,1,0,0,1,1,1,0,0,26,10.5,国四,上汽集团,紧凑型车
24,0.9,0,2686,1.6,110,1,1,0,1,1,1,0,0,15.9,10,国五,上汽斯柯达,紧凑型车
74,10.7,0,3028,2,152,1,0,1,0,1,0,0,1,46,9.9,国四,华晨宝马,中大型车
4,4.86,0,2680,1.5,150,1,1,0,1,1,1,0,1,12.8,4.5,国五,众泰汽车,紧凑型SUV
24,1.78,0,2670,1.5,154,1,0,0,1,1,1,0,1,20.2,12,国五,比亚迪,紧凑型车
2,3.62,1,2695,1.5,102,0,0,0,0,0,0,0,1,7.1,3,国五,郑州日产,MPV
2,4.94,0,2920,2,184,1,1,1,1,1,1,0,1,49.3,27,国四,宝马(进口),中型车
23,5.37,0,2610,1.6,110,1,0,1,0,1,0,0,0,15,6.8,国五,上汽大众,紧凑型车
103,3.58,0,2807,2.4,168,1,0,1,0,1,0,0,1,26,3.5,国三,上汽通用别克,中型车
78,8.16,1,2635,1.8,136,1,0,1,0,1,0,0,1,13.7,5,国四,东南汽车,紧凑型车
71,13.86,0,2610,1.6,105,1,0,1,0,1,0,0,0,14.6,3.9,国四,上汽大众,紧凑型车
5,3.05,1,3050,1.2,84,0,0,0,0,0,0,0,1,5.8,3.4,国五,上汽通用五菱,微面
34,5.51,0,2869,1.8,160,1,0,0,0,1,0,0,0,31.6,14.74,国四,一汽-大众奥迪,中型车
11,2.13,0,2810,2,184,1,1,1,1,1,1,0,0,54.5,34.48,国五,宝马(进口),中型SUV
3,3.53,0,2610,1.8,136,1,1,0,1,1,0,0,0,17.8,12.28,国五,广汽本田,小型SUV
63,4.63,0,2600,1.6,120,1,0,1,1,0,0,1,1,12.5,4.5,国四,一汽丰田,紧凑型车
46,7.64,1,2685,1.6,117,1,0,0,0,1,0,0,0,13,3.9,国四,上汽通用雪佛兰,紧凑型车
66,5.65,0,2737,2,147,1,0,1,0,1,0,0,0,21.7,6.05,国四,上汽通用别克,中型车
64,13.6,0,2800,2,156,1,0,1,0,1,0,0,0,22,8.28,国四,广汽本田,中型车
23,3.55,1,2800,1.6,113,0,0,0,0,1,0,0,1,8.3,3.1,国四,东风风行,MPV
12,1.05,0,2700,2,381,1,1,1,1,1,1,0,0,64.9,45,国五,梅赛德斯-AMG,紧凑型车
1,5.27,0,3050,3.5,298,1,0,1,1,1,1,0,0,70.5,37.8,国五,英菲尼迪(进口),中大型车
46,10.99,1,2635,1.8,136,1,0,1,0,1,0,1,0,13.7,3.5,国四,东南汽车,紧凑型车
25,0.54,0,2920,2,184,1,0,0,1,1,1,0,1,38,25.3,国五,华晨宝马,中型车
21,0.66,0,2850,2,211,1,0,1,1,1,1,0,0,39.8,30.8,国五,英菲尼迪(进口),跑车
62,18.95,0,2780,3,177,1,0,1,0,1,0,0,0,49.2,18,国四,三菱(进口),中大型SUV
10,4.33,0,2670,1.8,184,1,1,0,1,1,1,0,0,13.4,9.2,国五,吉利汽车,紧凑型SUV
12,4.82,0,2915,3,333,1,1,1,1,1,1,0,1,101.2,57,国四,奔驰(进口),中大型SUV
7,5.55,0,3001,3,333,1,1,1,1,1,1,0,0,98.8,51.8,国五,奥迪(进口),中大型SUV
22,3.75,0,3012,2.5,190,1,1,1,1,1,1,0,0,50.9,25.8,国四,一汽-大众奥迪,中大型车
64,11.08,0,2837,2,220,1,1,1,0,1,0,0,0,28.2,6.6,国四,上汽通用别克,中型车
22,4.57,0,2775,2.4,186,1,0,1,1,1,0,0,0,24.9,13.5,国四,广汽本田,中型车
1,3.63,0,2750,2,260,1,1,1,1,1,1,0,0,38,18,国五,上汽通用别克,中型SUV
7,3.23,0,2860,2,230,1,0,0,0,0,0,0,0,31.3,17.7,国五,上汽通用凯迪拉克,中型车
25,7.74,0,2470,1.4,86,0,0,0,0,1,0,0,0,11.6,5.2,国四,上汽大众,小型车
19,0.92,1,2800,1.5,112,0,0,0,0,0,0,0,1,6.2,5.1,国五,上汽通用五菱,中型SUV
52,8.2,0,2760,2,152,1,0,1,0,1,1,0,1,42.2,12,国四,华晨宝马,中型车
70,7.27,0,3028,2,152,1,0,1,0,1,0,0,1,46,16.5,国四,华晨宝马,中大型车
30,6.05,0,2707,2.4,167,1,0,1,0,1,1,0,0,22.8,10.5,国四,上汽通用雪佛兰,中型SUV
100,3.47,0,2678,1.8,150,1,0,1,0,1,0,0,0,20.8,5,国三,上汽大众,MPV
44,7.65,0,2520,1.5,109,1,0,0,1,1,1,0,1,9.7,2.58,国四,上汽集团,小型车
35,16.39,0,3088,2.4,167,0,0,0,0,0,0,0,0,22.7,10,国四,上汽通用别克,MPV
44,4.9,0,2520,1.5,109,1,0,0,1,1,1,0,1,9.7,2.4,国四,上汽集团,小型车
42,5.66,0,2837,2.4,186,1,1,1,0,1,0,0,1,25.6,10.8,国四,上汽通用别克,中型车
64,12.51,0,2640,1.8,124,1,0,1,0,1,0,0,0,13.9,3.2,国四,长安福特,紧凑型车
59,7.17,0,2578,1.4,131,1,0,0,1,1,1,0,0,17.7,5,国四,一汽-大众,紧凑型车
42,11.73,0,2815,2,147,1,0,1,1,1,1,1,1,20.6,8,国四,东风雪铁龙,中型车
2,4.93,0,2610,1.6,110,1,0,1,0,1,0,0,1,15,8.3,国五,上汽大众,紧凑型车
3,5.12,0,2700,1.5,169,1,1,0,1,1,1,0,1,15.1,9,国五,上汽集团,紧凑型SUV
2,2.39,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,9.68,国五,比亚迪,紧凑型车
100,7.61,0,2640,1.8,124,1,0,0,0,1,0,0,0,15.2,2.2,国三,长安福特,紧凑型车
2,5.33,0,2685,1.5,113,1,0,0,0,1,0,0,0,11.9,8,国五,上汽通用雪佛兰,紧凑型车
42,0.32,0,2780,1.8,140,0,0,0,0,0,0,0,0,17.3,8.3,国四,广汽丰田,MPV
16,8.96,0,2807,3,271,1,1,1,1,1,1,0,0,47.7,18.22,国五,凯迪拉克(进口),中型SUV
59,7.45,1,2635,1.8,136,1,0,1,0,1,0,0,0,13.7,3.84,国四,东南汽车,紧凑型车
3,3.53,0,2610,1.8,136,1,1,0,1,1,0,0,0,17.8,12.28,国五,广汽本田,小型SUV
46,7.64,1,2685,1.6,117,1,0,0,0,1,0,0,0,13,3.9,国四,上汽通用雪佛兰,紧凑型车
7,3.36,1,2720,1.5,150,1,1,0,0,1,1,0,0,11.8,6.78,国五,长城汽车,紧凑型SUV
23,3.55,1,2800,1.6,113,0,0,0,0,1,0,0,1,8.3,3.1,国四,东风风行,MPV
12,1.05,0,2700,2,381,1,1,1,1,1,1,0,0,64.9,45,国五,梅赛德斯-AMG,紧凑型车
25,0.54,0,2920,2,184,1,0,0,1,1,1,0,1,38,25.3,国五,华晨宝马,中型车
24,8.3,0,3108,2,218,1,0,1,1,1,1,0,0,54.2,27,国五,华晨宝马,中大型车
21,0.66,0,2850,2,211,1,0,1,1,1,1,0,0,39.8,30.8,国五,英菲尼迪(进口),跑车
62,18.95,0,2780,3,177,1,0,1,0,1,0,0,0,49.2,18,国四,三菱(进口),中大型SUV
10,4.33,0,2670,1.8,184,1,1,0,1,1,1,0,0,13.4,9.2,国五,吉利汽车,紧凑型SUV
12,4.82,0,2915,3,333,1,1,1,1,1,1,0,1,101.2,57,国四,奔驰(进口),中大型SUV
7,5.55,0,3001,3,333,1,1,1,1,1,1,0,0,98.8,51.8,国五,奥迪(进口),中大型SUV
41,6.79,0,3165,3,245,1,1,1,1,1,1,0,1,108.3,45,国四,奔驰(进口),大型车
37,7.62,0,2933,3,306,1,1,1,1,1,1,0,1,97.8,36.66,国四,宝马(进口),中大型SUV
119,14.32,0,2675,2.3,163,1,0,1,0,0,0,1,1,26,2.8,国三,一汽马自达,中型车
7,1.15,0,2685,3,267,1,0,1,1,1,1,0,1,47.7,23,国五,讴歌(进口),中型SUV
22,4.57,0,2775,2.4,186,1,0,1,1,1,0,0,0,24.9,13.5,国四,广汽本田,中型车
1,3.63,0,2750,2,260,1,1,1,1,1,1,0,0,38,18,国五,上汽通用别克,中型SUV
55,9.38,0,2869,2,180,1,0,1,0,1,0,0,1,35.8,13,国四,一汽-大众奥迪,中型车
7,7.62,0,2610,1.6,110,0,0,0,0,1,0,0,1,13.6,7.14,国五,上汽大众,紧凑型车
26,4.98,1,2710,1.5,113,0,0,1,0,1,0,0,0,7.7,3,国四,江淮汽车,紧凑型车
19,0.92,1,2800,1.5,112,0,0,0,0,0,0,0,1,6.2,5.1,国五,上汽通用五菱,中型SUV
22,5.35,0,2800,2.5,235,1,0,1,1,1,0,0,0,45.5,21.8,国五,英菲尼迪(进口),中型SUV
70,7.27,0,3028,2,152,1,0,1,0,1,0,0,1,46,16.5,国四,华晨宝马,中大型车
7,4.22,0,2705,1.5,109,1,0,0,1,1,1,0,0,26,10.5,国四,上汽集团,紧凑型车
24,0.9,0,2686,1.6,110,1,1,0,1,1,1,0,0,15.9,10,国五,上汽斯柯达,紧凑型车
74,10.7,0,3028,2,152,1,0,1,0,1,0,0,1,46,9.9,国四,华晨宝马,中大型车
24,1.78,0,2670,1.5,154,1,0,0,1,1,1,0,1,20.2,12,国五,比亚迪,紧凑型车
44,4.9,0,2520,1.5,109,1,0,0,1,1,1,0,1,9.7,2.4,国四,上汽集团,小型车
69,12.59,0,2578,1.4,131,1,0,1,0,1,0,0,1,18.4,4.3,国四,一汽-大众,紧凑型车
13,7.43,0,2850,2,242,1,0,0,1,1,1,0,0,26.4,15,国五,长安福特,中型车
16,7.67,0,2920,2,184,1,0,0,1,1,0,0,0,38,25,国五,华晨宝马,中型车
23,1.68,0,2670,1.5,154,1,0,0,1,1,1,0,1,20.2,11,国五,比亚迪,紧凑型车
32,6.02,1,2680,1.5,150,0,0,1,1,1,1,0,1,12.6,4.74,国四,长城汽车,紧凑型SUV
25,7.61,0,2555,1.4,140,0,0,0,0,0,0,0,0,13.2,6,国四,上汽通用雪佛兰,小型SUV
54,3.31,1,2500,1,61,0,0,0,0,0,0,0,1,3.6,1.4,国四,上汽通用五菱,微面
6,1.69,1,2807,1.5,162,1,0,0,1,1,1,0,1,11.5,7.68,国五,众泰汽车,中型SUV
39,8.34,0,2869,2,180,1,0,0,0,1,0,0,1,33.6,15.5,国四,一汽-大众奥迪,中型车
91,5.61,0,2675,2,146,1,0,0,0,0,0,0,0,19.5,3.8,国四,一汽马自达,中型车
7,1.82,0,2555,1.4,143,1,0,0,0,1,0,0,1,16.3,9.8,国五,上汽通用别克,小型SUV
76,14.11,0,2874,1.8,204,1,0,1,0,1,1,0,0,59.5,14.5,国四,奔驰(进口),中大型车
2,6.19,0,2841,1.8,180,1,1,1,1,1,1,0,1,21.7,13.5,国五,上汽斯柯达,中型车
42,5.35,1,2710,1.5,113,0,0,1,0,1,0,0,0,7.7,1.8,国四,江淮汽车,紧凑型车
69,9.32,0,2775,2.5,185,1,0,1,1,0,1,0,0,26,7.8,国四,东风日产,中型车
77,13.79,0,2945,2.8,220,1,0,1,1,1,1,0,0,58.4,15,国四,一汽-大众奥迪,中大型车
49,6.73,0,2700,1.6,126,0,0,0,0,0,0,0,1,12.5,5.22,国四,东风日产,紧凑型车
18,6.2,0,2755,2,184,1,1,0,0,1,0,0,1,41,23.5,国四,北京奔驰,中型SUV
26,1.84,0,2760,1.8,204,1,0,1,0,1,0,0,0,38.9,18.8,国五,北京奔驰,中型车
13,2.51,0,3165,3,333,1,1,1,1,1,1,0,0,147.4,106,国五,奔驰(进口),大型车
17,0.11,0,2700,1.5,169,1,1,0,1,1,1,0,0,31,18.61,国五,上汽集团,紧凑型SUV
10,6.65,0,2812,2,200,0,0,0,0,0,0,0,1,29.1,16,国五,一汽-大众,中型车
0,3.97,0,2925,2,235,1,0,1,1,1,0,0,1,32,23,国五,一汽丰田,中大型车
70,9.95,0,2815,2.3,171,1,0,1,0,1,0,0,1,21.7,4.7,国四,东风雪铁龙,中型车
67,9.31,1,2695,1.6,100,1,0,1,0,1,0,0,0,8.6,0.8,国三,福田汽车,小型车
9,9.34,0,2837,2.4,186,1,1,1,0,1,0,0,0,25.6,13,国五,上汽通用别克,中型车
16,3.29,0,2715,1,125,1,0,0,1,1,1,0,1,21.9,13,国五,上汽集团,紧凑型车
12,5.78,0,2670,1.5,154,1,0,1,1,1,1,0,0,23.9,12,国五,比亚迪,紧凑型车
47,10.16,0,2678,1.4,131,0,0,0,1,0,1,0,0,19.4,7,国四,上汽大众,MPV
71,9.11,1,2640,1.8,124,0,0,0,0,0,0,1,1,12.9,2.8,国四,长安福特,紧凑型车
10,11.24,0,3013,3,272,1,1,1,1,1,1,0,0,97.4,46,国五,奥迪(进口),中大型SUV
13,1.64,0,2920,1.5,136,1,0,0,0,1,0,0,0,33.6,23,国五,华晨宝马,中型车
79,5.56,1,2480,1.6,106,1,0,1,0,0,0,0,0,9.8,2.2,国三,上汽通用雪佛兰,小型车
13,4.76,0,2710,1.8,139,0,0,0,0,1,0,0,1,15.7,8.5,国四,东风雪铁龙,紧凑型车
18,3.75,0,2920,2,184,1,0,1,0,1,0,0,0,38.9,20,国五,华晨宝马,中型车
81,8.09,1,2460,1.4,86,0,0,0,0,1,0,0,1,10.1,2.3,国四,上汽大众,小型车
16,4.23,1,3430,2,106,0,0,0,0,0,0,0,0,9.3,5.5,国五,华晨金杯,轻客
17,6.6,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,9,国五,比亚迪,紧凑型车
68,5.25,1,2465,1.4,103,1,0,0,0,0,0,0,1,7.5,2,国四,上汽通用雪佛兰,小型车
52,1.17,1,2340,1,69,0,0,0,0,0,0,0,1,3.6,1,国四,奇瑞汽车,微型车
31,7.19,0,2737,2,154,0,0,0,0,0,0,0,0,19.7,8.5,国五,上汽通用雪佛兰,中型车
34,5.66,0,2651,1.6,105,0,0,0,0,0,0,0,0,15.6,7.5,国四,一汽-大众,紧凑型车
76,4.46,1,2740,2,140,0,0,1,0,0,0,1,0,9.7,3,国四,比亚迪,中型车
21,4.98,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,9,国四,比亚迪,紧凑型车
23,1.69,0,2715,1,125,1,0,0,1,1,1,0,0,21.9,16,国五,上汽集团,紧凑型车
30,4.82,1,2600,1.5,113,1,0,1,0,0,0,0,0,10.5,5,国四,上汽通用别克,紧凑型车
5,1.22,1,2800,1.5,112,0,0,0,0,0,0,0,0,6.6,5,国五,东风风行,MPV
8,2.41,0,2400,-1,42,0,0,0,0,0,0,0,0,18.4,4.6,-1,江淮汽车,小型车
103,14.58,1,2700,2,129,0,0,0,0,0,0,0,0,15,1.3,国三,上汽通用雪佛兰,中型车
20,0.88,0,2820,2,272,1,1,1,1,1,1,0,1,31.8,25.9,国五,广汽本田,中型SUV
14,6.68,0,2893,3,290,1,1,1,1,1,1,0,1,89.6,38,国四,大众(进口),中大型SUV
76,9.67,1,2495,1.5,103,0,0,0,0,0,0,0,0,9.9,1.6,国四,长安福特,小型车
2,5.39,0,2603,1.6,110,0,0,0,0,0,0,0,0,10.4,5.5,国五,一汽-大众,紧凑型车
54,20.74,0,2684,1.8,160,0,0,1,1,1,1,0,0,25.4,9.2,国四,上汽大众,紧凑型SUV
67,8.22,0,2640,1.6,107,1,0,0,0,0,0,0,0,14,3.5,国四,长安马自达,紧凑型车
2,1.81,0,2550,1.5,107,0,0,0,0,0,0,0,0,9.3,7,国五,广汽丰田,小型车
84,14.91,1,2450,1.4,76,0,0,0,0,0,0,0,0,7.8,1.1,国三,东风标致,小型车
44,5.17,1,2465,1.4,86,0,0,0,0,0,0,0,1,8.6,3.6,国四,上汽斯柯达,小型车
21,0.22,0,2495,1.5,136,1,1,0,0,1,0,0,0,27.7,15.5,国四,MINI,小型车
68,7.86,0,2712,2,200,0,0,0,0,0,0,0,1,30.2,10.3,国四,一汽-大众,中型车
54,10.24,1,2340,1,69,0,0,0,0,1,0,0,0,3.9,0.6,国四,奇瑞汽车,微型车
13,7.22,0,2687,1.5,113,0,0,0,1,1,1,0,0,11.7,6,国五,长安福特,紧凑型车
28,5.19,0,2837,2.4,186,1,1,1,0,1,1,0,0,27.8,10.5,国四,上汽通用别克,中型车
67,10.49,0,2760,1.8,184,1,0,1,0,1,0,0,1,42.9,11.98,国四,北京奔驰,中型车
17,11.46,0,2740,2.7,188,1,0,1,0,1,0,0,1,50.9,30,国五,雷克萨斯,中型SUV
41,5.92,1,2720,1.2,86,0,0,0,0,0,0,0,1,5.5,2,国四,上汽通用五菱,微面
13,7.29,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,11.5,国五,比亚迪,紧凑型车
55,3.07,1,2635,1.8,136,0,0,0,0,0,0,0,1,12.7,4,国四,东南汽车,紧凑型车
50,14.48,0,2774,2,240,1,1,1,1,1,1,0,1,55.1,14.5,国四,沃尔沃(进口),中型SUV
9,3.39,0,2470,1.4,90,0,0,0,0,1,0,0,1,9.2,6,国五,上汽斯柯达,小型车
6,7.83,0,2705,1.5,109,1,0,0,1,1,1,0,1,26,12,国五,上汽集团,紧凑型车
22,6.23,0,2660,2,241,0,1,1,1,1,1,0,1,68.2,28,国五,路虎(进口),中型SUV
23,2.62,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,15,国五,比亚迪,紧凑型车
3,11.3,0,2705,1.5,109,1,0,0,1,1,1,0,1,26,10.5,国五,上汽集团,紧凑型车
1,3.71,1,2560,1.5,113,0,0,0,1,1,1,0,0,8.1,4.5,国五,江淮汽车,小型SUV
59,14.29,0,2761,1.8,160,1,0,1,0,1,0,0,0,23.4,7,国四,上汽斯柯达,中型车
76,5.02,1,2600,1.6,110,1,0,1,0,1,0,1,1,11.7,3,国四,上汽通用别克,紧凑型车
34,4.26,1,2700,1.6,128,1,0,0,0,1,0,0,1,12.6,6,国四,北京现代,紧凑型车
51,5.97,0,2700,1.6,117,1,0,1,0,1,0,0,1,15.8,6,国四,东风日产,紧凑型车
5,2.73,0,2807,2,230,1,1,1,1,1,1,0,0,43.5,30,国五,一汽-大众奥迪,中型SUV
10,0.82,0,2670,1.8,184,1,1,0,1,1,1,0,1,15.2,13,国五,吉利汽车,紧凑型SUV
16,4.02,0,2603,1.6,110,1,0,0,0,1,0,0,1,11.9,6,国四,上汽斯柯达,紧凑型车
0,4.13,0,2705,1.5,109,1,0,0,1,1,1,0,1,26,12,国五,上汽集团,紧凑型车
48,4.04,1,2330,1.5,109,0,0,0,0,1,0,0,0,6.4,3,国四,奇瑞汽车,小型SUV
6,2.74,0,2730,2,205,1,1,0,1,1,1,0,1,15.9,7.8,国五,比亚迪,中型SUV
22,0.66,0,2700,1.5,169,1,1,0,1,1,1,0,0,31,19,国五,上汽集团,紧凑型SUV
8,4.99,0,2640,1.5,114,1,0,0,0,1,0,0,0,13.8,8,国五,上汽通用别克,紧凑型车
45,7.08,1,2610,1.6,126,0,0,0,0,0,0,0,0,8.1,2.3,国四,奇瑞汽车,紧凑型车
53,17.82,0,2976,2,240,1,0,1,0,1,1,0,0,48.8,10,国四,长安沃尔沃,中大型车
19,2.46,0,2790,3.5,280,1,0,1,1,1,0,0,0,64.2,55,国五,一汽丰田,中大型SUV
18,2.74,0,2810,2,252,1,0,1,1,1,1,0,1,51,38,国五,宝马(进口),中型车
5,4.35,1,-1,1.6,-1,1,0,0,1,1,1,0,1,0,4.8,国五,-,-
87,10.01,0,2849,1.8,160,1,0,1,1,1,0,0,1,20,2.7,国三,上汽集团,中型车
84,14.92,1,2500,1.5,110,0,0,0,0,0,0,1,1,7.3,1.28,国三,东南汽车,紧凑型车
79,11.25,0,2800,2,156,1,0,1,0,1,0,0,1,22,7,国四,广汽本田,中型车
22,1.05,0,2610,1.8,136,1,1,0,1,0,0,0,1,16.7,13,国五,广汽本田,小型SUV
5,2.79,0,2760,2,211,0,0,1,0,1,1,0,0,77.4,51,国五,奔驰(进口),中大型车
0,2.88,0,2880,2.5,235,1,0,1,1,1,1,0,1,41.2,24,国五,东风英菲尼迪,中型SUV
38,3.73,1,2760,1,69,0,0,0,0,0,0,0,1,3.6,0.5,国四,东风小康,微面
37,9.82,0,2795,2,162,1,1,1,0,1,0,0,0,20.5,8.2,国四,东风悦达起亚,中型车
92,15.92,0,2678,2,116,1,0,1,0,1,0,0,0,18.6,3.5,国四,上汽大众,MPV
44,17.02,0,3012,3,299,1,1,1,1,1,1,0,0,80.6,25,国四,一汽-大众奥迪,中大型车
4,3.52,0,2690,2,184,1,0,0,0,1,0,0,0,34.7,21.5,国五,宝马(进口),跑车
42,5.3,1,2651,1.4,131,1,0,1,0,1,0,0,0,16.7,6.8,国四,一汽-大众,紧凑型车
10,8.34,0,2620,2,155,0,0,0,0,0,0,0,1,19.5,12.5,国四,东风本田,紧凑型SUV
25,0.66,0,2550,1.5,112,1,1,0,1,1,1,0,0,0,7.9,国五,上汽通用五菱,小型SUV
88,13.24,0,2807,2.4,168,1,0,1,1,1,1,0,0,27.1,4,国四,上汽通用别克,中型车
41,11.47,1,2650,1.6,123,0,0,0,0,0,0,0,1,10.7,3.1,国四,东风悦达起亚,紧凑型车
17,1.07,0,2640,1.3,163,1,0,1,0,1,0,0,0,14.5,8.5,国五,上汽通用别克,紧凑型车
58,7.35,0,2869,2,180,1,0,1,0,1,0,0,1,35.8,12.2,国四,一汽-大众奥迪,中型车
