shangpaishijian,licheng,biansu,zhouju,pailiang,mali,tianchuang1,tianchuang2,zhenpizuoyi,daocheyingxiang,daocheleida,GPS,zhongdashigu,waiguan_neishi,yuanjia,baojia,paifang,changshang,cheshen_type
26,0.01,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,13.9,国五,比亚迪,紧凑型车
22,0.37,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,13.5,国五,比亚迪,紧凑型车
26,0.29,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,15.2,国五,比亚迪,紧凑型车
3,4.38,0,2812,3,431,0,0,1,1,1,1,0,0,108.3,64,国五,宝马M,中型车
10,2.23,0,2874,2,211,1,0,1,1,1,1,0,0,70.4,55,国五,奔驰(进口),中大型车
64,5.99,0,2761,4,420,0,0,1,0,1,1,0,0,130.3,40,国四,宝马M,中型车
3,4.19,1,2700,1.5,169,1,1,0,1,1,1,0,1,13,7.98,国五,上汽集团,紧凑型SUV
27,8.39,0,3165,4,421,1,1,1,1,1,1,0,0,227.7,117.5,国五,奔驰(进口),大型车
124,13.71,0,2855,4.2,310,1,0,1,0,1,1,0,0,110.7,13,国三,大众(进口),中大型SUV
21,3.18,0,-1,2,-1,0,0,1,0,0,0,0,1,0,17.5,国五,-,-
65,21.17,1,2340,0.8,52,0,0,0,0,1,0,0,1,4.2,0.5,国四,奇瑞汽车,微型车
68,11.98,1,2468,1.5,109,0,0,0,0,0,0,0,1,5.7,2.5,国三,奇瑞汽车,小型车
3,3.48,0,2856,2,238,1,0,1,0,1,1,0,0,54.9,33,国五,沃尔沃亚太,中型车
64,6,0,2760,3,306,1,0,1,0,1,1,0,0,75.8,25.3,国四,宝马(进口),中型车
9,7.12,0,2860,3.5,291,1,1,1,1,1,1,0,0,54.3,28,国五,福特(进口),中大型SUV
54,12.52,0,3108,2.5,204,1,0,1,0,1,1,0,1,53.1,21,国四,华晨宝马,中大型车
50,2.83,1,2615,1.5,109,0,0,1,0,0,0,1,1,5.9,2,国四,比亚迪,紧凑型车
57,8.65,0,2725,2,147,1,0,1,0,1,0,0,0,22.1,7.1,国四,一汽马自达,中型车
17,1.45,0,2950,2,190,1,0,0,1,1,1,0,0,28.2,16,国五,江淮汽车,MPV
42,11.2,0,2885,3,245,0,0,0,0,0,0,0,0,92,58,国三,路虎(进口),中大型SUV
17,6.59,0,2920,1.8,160,1,1,0,0,1,0,0,0,28.8,16.2,国五,大众(进口),MPV
5,8.95,0,2837,1.4,150,1,0,1,1,1,1,0,1,31.3,16,国五,上汽集团,中型车
16,6.69,0,2670,1.5,154,1,0,0,1,1,1,0,1,20.2,12.3,国五,比亚迪,紧凑型车
17,5.98,0,2837,1.4,152,1,0,1,1,1,1,0,1,27.8,17,国五,上汽集团,中型车
6,7.27,0,2837,1.4,150,1,0,1,1,1,1,0,1,31.3,15.3,国五,上汽集团,中型车
1,5.28,0,2837,1.4,150,1,0,1,1,1,1,0,1,31.3,16.4,国五,上汽集团,中型车
29,4.82,1,2685,1.6,121,1,0,0,0,1,0,0,0,13,5.6,国四,上汽通用雪佛兰,紧凑型车
40,11.05,0,2684,2,200,1,1,1,1,1,1,0,0,33.6,13.5,国四,上汽大众,紧凑型SUV
4,4.48,0,2737,2,154,1,0,0,0,1,0,0,1,19.4,10.8,国五,上汽通用别克,中型车
16,8.01,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,12.5,国五,比亚迪,紧凑型车
4,6.44,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,11,国五,比亚迪,紧凑型车
21,9.53,0,2807,3,271,1,1,1,1,1,1,0,0,51,22,国四,凯迪拉克(进口),中型SUV
21,3.69,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,15,国五,比亚迪,紧凑型车
7,7.07,0,2720,2,205,1,1,1,1,1,1,0,0,30.4,16,国五,比亚迪,中型SUV
25,0.4,0,2837,1.4,152,1,0,1,1,1,1,0,1,27.8,21,国五,上汽集团,中型车
23,1.76,0,2715,1,125,1,0,0,1,1,1,0,0,21.9,14.9,国五,上汽集团,紧凑型车
20,7.89,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,10,国五,比亚迪,紧凑型车
17,3.12,0,2715,1,125,1,0,0,1,1,1,0,1,21.9,15.5,国五,上汽集团,紧凑型车
4,1.36,0,2705,1.5,109,1,0,0,1,1,1,0,1,26,15,国五,上汽集团,紧凑型车
24,0.44,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,15.8,国五,比亚迪,紧凑型车
6,3.4,1,2790,1.5,106,0,0,0,0,1,1,0,1,5.2,3.78,国五,北京汽车,微面
23,2.13,0,2660,1.5,154,1,0,0,1,1,1,0,0,23.4,15.3,国五,比亚迪,紧凑型SUV
26,0.42,0,2715,1,125,1,0,0,1,1,1,0,0,21.9,15.5,国五,上汽集团,紧凑型车
45,10.67,0,2945,2.8,220,1,0,1,1,1,1,0,0,58.4,15.08,国四,一汽-大众奥迪,中大型车
59,5.28,0,3014,1.8,204,1,0,1,1,1,1,0,0,55.9,18,国四,北京奔驰,中大型车
14,3.85,1,2687,1.5,113,0,0,0,1,1,1,0,1,10.5,4.38,国五,长安福特,紧凑型车
0,1.1,0,2869,2,180,1,0,0,0,1,0,0,1,34,22.99,国五,一汽-大众奥迪,中型车
6,4.8,0,2755,2,211,1,1,0,0,1,0,0,0,43.2,34.5,国五,北京奔驰,中型SUV
21,2.49,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,12.5,国五,比亚迪,紧凑型车
15,4.29,0,2670,2,167,0,0,0,1,0,1,0,1,18.3,8.5,国四,广汽三菱,紧凑型SUV
6,4.89,0,2655,1.6,117,0,0,0,0,0,0,0,0,13.9,7,国五,东风雪铁龙,小型SUV
38,7.72,0,2795,2,162,0,0,0,0,0,0,0,1,20.6,7.6,国四,北京现代,中型车
3,4.09,0,2700,2,220,1,1,1,1,1,1,0,0,20.3,12.5,国五,上汽集团,紧凑型SUV
29,7.63,0,3088,2.4,167,0,0,0,0,0,0,1,0,22.7,10.5,国四,上汽通用别克,MPV
3,1.67,0,2700,1.5,156,1,1,0,1,1,1,0,0,14.1,9.9,国五,东南汽车,紧凑型SUV
3,4.89,0,2807,2,224,1,1,1,1,1,1,0,1,52.7,28,国五,一汽-大众奥迪,中型SUV
33,6.38,0,2810,2,245,0,0,0,0,0,0,0,0,64.7,25.8,国四,宝马(进口),中型SUV
60,9.27,0,2968,2.5,204,1,0,1,0,1,0,0,0,53.5,23,国四,宝马(进口),中大型车
53,6.45,1,2610,1.6,106,1,0,0,0,1,0,0,1,8.8,1.5,国四,东风乘用车,紧凑型车
12,5.76,0,2705,1.5,109,1,0,1,1,1,1,0,0,28.2,14.68,国五,上汽集团,紧凑型车
43,4.69,0,2684,1.8,160,1,1,1,0,1,0,0,1,29.5,14,国四,上汽大众,紧凑型SUV
57,6.27,0,2640,2,163,1,0,1,0,1,0,0,1,21.3,6.7,国四,北京现代,紧凑型SUV
47,9.62,0,2850,2,203,1,0,1,0,1,0,0,1,21.7,6.5,国四,长安福特,中型车
2,11.85,0,2705,1.5,109,1,0,0,1,1,1,0,0,26,13,国五,上汽集团,紧凑型车
9,7.23,0,2684,1.8,160,1,1,1,1,1,1,0,0,28.2,17.5,国五,上汽大众,紧凑型SUV
40,8.6,0,2603,2,170,1,1,1,0,1,0,0,0,40.9,17.8,国四,奥迪(进口),紧凑型SUV
38,8.83,0,2760,2,150,1,1,0,0,1,0,0,0,30.9,16,国四,华晨宝马,紧凑型SUV
12,8.47,0,2837,1.4,152,1,0,1,1,1,1,0,0,27.8,17.5,国五,上汽集团,中型车
11,2.16,0,2699,1.6,156,1,1,0,0,1,0,0,0,28.4,20.11,国五,奔驰(进口),紧凑型车
25,0.28,0,2715,1,125,1,0,0,1,1,1,0,0,21.9,15,国五,上汽集团,紧凑型车
17,5.85,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,14.5,国五,比亚迪,紧凑型车
22,8.23,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,10,国四,比亚迪,紧凑型车
8,7.17,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,12.5,国五,比亚迪,紧凑型车
8,6.07,0,2837,1.4,150,1,0,1,1,1,1,0,0,31.3,18.5,国五,上汽集团,中型车
15,6.62,0,2670,1.5,154,1,0,1,1,1,1,0,0,22.8,11.5,国四,比亚迪,紧凑型车
13,7.82,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,12.5,国五,比亚迪,紧凑型车
12,2.38,0,2660,1.5,154,1,1,1,1,1,1,0,1,26.7,18,国五,比亚迪,紧凑型SUV
22,10.27,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,11,国五,比亚迪,紧凑型车
24,4.33,0,2650,1.5,109,1,0,0,0,1,0,0,0,10.8,4.5,国五,上汽集团,紧凑型车
16,2.06,0,2700,1.5,169,0,0,0,0,0,0,0,1,16.2,11,国五,上汽集团,紧凑型SUV
25,0.84,0,2670,1.5,154,1,0,0,1,1,1,0,0,20.2,14.5,国五,比亚迪,紧凑型车
38,7.35,0,2613,2,147,1,0,1,0,1,0,0,0,20.3,7.2,国四,东风标致,紧凑型SUV
35,7.52,0,2580,1.5,105,0,0,0,0,0,0,0,1,8.4,2.9,国四,华晨中华,紧凑型车
6,3.69,0,2925,2,235,1,0,1,1,1,0,0,0,32,23,国五,一汽丰田,中大型车
9,1.84,0,2837,2,269,1,1,1,0,1,0,0,0,40.2,22.47,国五,上汽通用凯迪拉克,中大型车
8,3.19,0,2700,1.8,177,1,0,0,1,1,1,0,1,14.8,7.76,国五,长安汽车,紧凑型SUV
45,4.99,0,2578,1.8,160,1,0,1,0,1,0,0,1,18.3,5.07,国四,上汽斯柯达,紧凑型车
14,5.07,0,2850,1.5,181,1,0,0,1,1,1,0,0,20.6,11.22,国五,长安福特,中型车
1,3.18,0,2670,1.8,184,1,1,0,1,1,1,0,0,16.2,9.14,国五,吉利汽车,紧凑型SUV
55,14.13,0,3001,3.6,280,0,0,0,0,0,0,0,0,104,22,国四,大众(进口),大型车
68,14.92,0,2640,1.6,107,1,0,0,0,0,0,0,0,17.5,4.3,国四,马自达(进口),紧凑型车
67,18.44,0,2945,3,290,0,0,0,0,0,0,0,0,75.5,13,国四,一汽-大众奥迪,中大型车
8,2.91,0,2712,2,211,1,1,1,0,1,1,0,1,39.1,17.5,国五,大众(进口),中型车
79,21.88,0,2600,1.6,106,1,0,1,0,1,0,0,1,12.8,2,国四,上汽通用别克,紧凑型车
4,2.58,0,2610,1.5,131,0,0,0,1,0,0,0,1,14.8,10.1,国五,广汽本田,小型SUV
18,3.5,0,2810,2,184,1,1,1,1,1,1,0,1,56.8,29.8,国五,宝马(进口),中型SUV
60,10.2,1,2737,1.6,179,0,0,0,0,0,0,0,0,22.5,5.6,国四,上汽通用别克,中型车
5,2.09,0,2741,2,241,0,0,0,0,0,0,0,1,50.8,27.2,国五,奇瑞捷豹路虎,中型SUV
19,0.97,0,2640,1.8,124,1,0,0,0,1,0,0,0,13.5,6.5,国四,长安福特,紧凑型车
18,1.89,0,2807,2,230,1,1,1,0,1,0,0,0,43.4,31.6,国五,一汽-大众奥迪,中型SUV
67,3.56,1,2685,1.6,117,1,0,0,0,0,0,0,1,12.4,3.6,国四,上汽通用雪佛兰,紧凑型车
64,4.48,0,2578,1.6,105,0,0,0,0,0,0,1,0,14.7,4.2,国四,上汽斯柯达,紧凑型车
19,3.24,0,2670,1.5,154,0,0,0,0,0,0,0,0,22.8,10,国五,比亚迪,紧凑型车
19,3.43,1,2515,1.5,114,0,0,0,0,0,0,0,0,6.7,2.6,国五,长安汽车,小型车
17,4.03,1,2560,1.5,150,0,0,0,0,0,0,0,0,11.3,6,国五,长城汽车,小型SUV
46,12.27,1,2460,1.4,86,0,0,0,0,0,0,0,1,9.3,2.25,国四,上汽大众,小型车
12,6.75,1,2603,1.6,110,0,0,0,0,0,0,0,1,9.8,5.5,国五,上汽大众,紧凑型车
52,7.41,1,2578,1.6,105,0,0,0,0,0,0,0,1,14.9,4.5,国四,上汽斯柯达,紧凑型车
23,1.72,0,2850,2,190,1,1,0,1,1,1,0,1,16.9,14.8,国五,众泰汽车,中大型SUV
30,4.97,1,2613,2,147,0,0,0,0,1,0,0,1,17.3,7,国四,东风标致,紧凑型SUV
37,8.22,0,2661,2,141,0,0,0,0,0,0,0,0,13,3.8,国四,吉利汽车,紧凑型SUV
38,10.67,0,2640,1.8,124,1,0,0,0,1,0,0,1,13.4,5.4,国四,长安福特,紧凑型车
60,13.66,0,2650,1.6,123,0,0,0,0,0,0,0,1,13.1,3.7,国四,北京现代,紧凑型车
46,9.62,0,2685,1.6,121,0,0,0,0,0,0,1,0,16.3,4.7,国四,上汽通用别克,紧凑型车
16,1.41,0,2815,2,147,0,0,0,0,0,0,0,0,20.8,10.5,国五,东风雪铁龙,中型车
2,7.55,0,2690,1.5,181,1,1,0,0,1,0,0,0,23.6,12,国四,长安福特,紧凑型SUV
21,8.11,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,9.3,国五,比亚迪,紧凑型车
68,6.97,0,2490,1.5,103,0,0,0,0,0,0,0,1,11,3.2,国四,长安福特,小型车
46,7.05,0,3088,2.4,167,0,0,0,0,0,0,0,0,22.7,9.3,国四,上汽通用别克,MPV
46,10.99,1,2610,1.6,105,1,0,1,0,1,0,0,1,13.3,4.2,国四,上汽大众,紧凑型车
7,5.13,0,2500,-1,53,0,0,0,0,0,0,0,1,20.5,3.4,-1,北汽新能源,小型车
0,4.87,0,2500,-1,45,0,0,0,0,0,1,0,1,19.3,4.2,-1,北汽新能源,小型车
31,4.99,1,2700,1.6,126,1,0,0,0,1,0,0,0,13.6,6.3,国四,东风日产,紧凑型车
36,5.11,0,2635,2,156,1,0,1,0,0,0,0,0,26,8.8,国四,Jeep(进口),紧凑型SUV
38,7.47,0,2678,1.4,131,1,0,1,0,1,0,0,0,19.7,7.43,国四,上汽大众,MPV
5,4.65,0,2699,1.6,156,1,1,0,0,1,0,0,0,31.5,20.13,国五,北京奔驰,紧凑型SUV
7,2.8,0,2705,1.5,109,1,0,1,1,1,1,0,1,28.2,12.6,国五,上汽集团,紧凑型车
17,6.78,0,2670,1.5,154,1,0,1,1,1,1,0,1,22.8,9.98,国五,比亚迪,紧凑型车
35,7.78,0,2837,2.4,186,1,1,1,0,1,0,0,0,25.6,9.42,国四,上汽通用别克,中型车
104,9.02,0,2600,1.8,120,1,0,1,0,1,0,0,1,14.3,1.1,国三,上汽通用别克,紧凑型车
46,11.73,1,2650,1.5,109,0,0,0,0,0,0,0,1,9.7,2.3,国四,上汽集团,紧凑型车
33,8.8,1,2720,1.2,86,0,0,0,0,0,0,0,1,5.8,2,国四,上汽通用五菱,微面
34,2.31,1,2520,1.3,92,0,0,0,0,0,0,0,0,7.6,2.8,国四,上汽集团,小型车
35,11.61,1,2390,1.3,91,0,0,0,0,0,0,0,1,6.5,2.5,国五,长安铃木,小型车
68,9.81,1,2550,1.6,119,0,0,0,0,0,0,0,0,8.3,0.9,国四,奇瑞汽车,紧凑型车
51,11.24,1,2600,1.5,109,0,0,1,0,1,0,0,0,7,1.3,国四,奇瑞汽车,紧凑型车
1,8.83,1,2700,1.5,117,0,0,0,0,0,0,0,1,12.5,7.19,国五,长安马自达,紧凑型车
6,2.62,0,2960,-1,386,0,0,0,1,1,1,0,0,97.9,65,-1,特斯拉,中大型车
4,3,1,2630,1.6,109,1,0,0,0,1,0,0,1,7.9,4.8,国五,一汽奔腾,紧凑型车
6,2.01,0,2805,1.6,180,1,0,0,1,1,0,0,1,19.6,12,国五,东风悦达起亚,中型车
106,6.3,0,2700,1.8,140,0,0,0,0,0,0,0,0,17.1,3.7,国三,东风本田,紧凑型车
2,9.8,0,2700,1.6,122,1,0,1,0,1,0,0,0,14.6,8.4,国五,一汽丰田,紧凑型车
36,4.53,0,3088,2.4,167,1,0,1,1,1,1,0,1,26.9,10.5,国四,上汽通用别克,MPV
55,10.31,0,2610,2,147,0,0,0,0,1,0,0,1,14,2.8,国四,东风雪铁龙,紧凑型车
6,1.25,0,2687,1.5,113,0,0,0,0,1,0,0,1,11.7,7.2,国五,长安福特,紧凑型车
42,5.49,1,2685,1.6,121,1,0,0,0,1,0,0,1,14.9,4.8,国四,上汽通用别克,紧凑型车
44,3.11,0,2968,2,184,1,0,1,0,1,0,0,1,49.4,21,国四,宝马(进口),中大型车
45,6.81,1,2383,1.5,106,0,0,1,1,1,1,0,1,7.4,2.7,国四,长城汽车,小型SUV
18,3.84,0,2603,1.6,110,1,0,1,0,1,0,0,0,11.5,5.67,国五,上汽斯柯达,紧凑型车
86,2.58,0,2460,1.4,86,0,0,0,0,0,0,0,1,11.8,3.3,国四,上汽大众,小型车
15,7.96,0,2837,2.4,186,0,0,0,0,0,0,0,1,27.8,14,国五,上汽通用别克,中型车
6,2.35,1,2610,1.6,110,0,0,0,0,1,0,0,1,11.9,7,国四,上汽大众,紧凑型车
80,19.51,0,2620,2.4,170,0,0,0,0,0,0,0,0,26,7.5,国四,东风本田,紧凑型SUV
13,8.05,0,2856,2,238,1,0,1,0,1,1,0,1,54.9,28.5,国五,沃尔沃亚太,中型车
25,3.84,1,2648,1.6,125,0,0,0,0,0,0,0,1,13,5.5,国五,长安福特,紧凑型车
6,2.38,0,2656,1.8,180,0,0,0,0,0,0,0,1,21.2,12.2,国五,上汽大众,紧凑型车
12,5.66,0,2670,1.5,154,1,0,1,1,1,1,0,0,23.9,11.5,国五,比亚迪,紧凑型车
61,7.55,1,2640,1.8,124,0,0,0,0,0,0,0,0,12.5,3.5,国四,长安福特,紧凑型车
22,5.81,0,2705,1.8,133,0,0,0,0,0,0,0,0,14.1,4.9,国四,上汽集团,紧凑型车
0,5.44,0,2670,1.5,154,1,0,1,1,1,1,0,1,23.9,10.45,国五,比亚迪,紧凑型车
25,4.21,0,2650,1.5,109,0,0,0,0,0,0,0,0,9.2,4.5,国五,上汽集团,紧凑型车
18,6.42,1,2678,1.4,131,0,0,0,0,1,0,0,0,15.2,7.2,国四,上汽大众,MPV
30,10.19,0,2613,1.6,163,1,0,1,1,1,1,0,1,23.3,8.8,国四,东风标致,紧凑型SUV
13,4.9,0,2635,2.4,170,1,0,1,0,0,1,0,0,30.1,13.64,国五,Jeep(进口),紧凑型SUV
10,5.4,0,2635,2.4,170,1,0,1,0,0,0,0,0,29.3,12.52,国五,Jeep(进口),紧凑型SUV
49,8.62,0,2774,3,305,1,1,1,1,1,0,0,0,55.1,15.67,国四,沃尔沃(进口),中型SUV
4,3.52,0,2640,1.5,114,1,0,0,1,1,1,0,1,13.8,8,国五,上汽通用别克,紧凑型车
27,10.91,0,2803,1.8,160,0,0,0,0,0,0,0,1,22.7,9.5,国五,上汽大众,中型车
32,5.4,0,2920,2,184,1,0,1,0,1,0,0,0,38.5,16,国四,华晨宝马,中型车
41,5.39,0,2660,2,240,1,1,1,1,1,1,0,0,58.4,22,国四,路虎(进口),中型SUV
18,10.62,1,2760,2,156,1,1,0,0,1,0,0,1,28.1,12.7,国四,华晨宝马,紧凑型SUV
62,8.49,1,2465,1.2,87,0,0,0,0,0,0,0,1,6.3,1.6,国四,上汽通用雪佛兰,小型车
30,4.99,0,2500,1.5,113,0,0,0,0,0,0,0,0,8.3,2.2,国四,北京汽车,小型车
2,1.7,0,2610,1.2,136,0,0,0,0,0,0,0,0,15.4,8.5,国五,东风雪铁龙,紧凑型车
23,5.04,0,2578,1.6,105,0,0,0,0,1,0,0,1,15,6.3,国四,上汽斯柯达,紧凑型车
10,2.9,0,2920,2,245,1,0,1,1,1,1,0,1,46.8,23.8,国五,华晨宝马,中型车
67,4.25,1,2340,1,68,0,0,0,0,0,0,1,1,4.4,0.8,国四,比亚迪,微型车
19,9.51,0,2837,2,147,1,0,1,0,1,1,0,0,23.3,6.15,国四,上汽集团,中型车
14,1.35,0,2655,1.6,117,0,0,0,0,1,0,0,0,13.9,6.5,国五,东风雪铁龙,小型SUV
48,6.99,0,2705,1.8,133,0,0,0,0,0,0,0,1,15.2,3.1,国四,上汽集团,紧凑型车
19,5.4,0,2837,3,265,1,1,1,1,1,1,0,1,40.2,15,国五,上汽通用别克,中型车
68,13.77,0,2640,1.6,107,0,0,0,0,0,0,0,0,13.3,3.5,国四,长安马自达,紧凑型车
9,3.92,0,2712,1.8,160,0,0,0,0,0,0,0,0,29.2,18.6,国五,一汽-大众,中型车
5,2.24,0,2700,1.5,117,0,0,0,0,0,0,0,1,15.1,9.8,国五,长安马自达,紧凑型车
12,13.73,0,3088,2.4,167,0,0,0,0,0,0,0,1,22.7,10.5,国四,上汽通用别克,MPV
19,6.4,0,2837,2.4,186,0,0,0,0,0,0,0,0,27.8,13,国四,上汽通用别克,中型车
7,4.63,0,2720,2,205,1,1,1,1,1,1,0,0,30.4,14,国五,比亚迪,中型SUV
1,3.76,0,2760,2,156,0,0,0,0,0,0,0,1,30.9,18,国五,华晨宝马,紧凑型SUV
42,3.76,0,2600,1.6,110,0,0,0,0,0,0,0,1,11.4,3.7,国四,上汽通用别克,紧凑型车
50,12.58,0,2910,2.2,178,1,0,1,1,1,1,1,1,23.6,7,国四,东风裕隆,中型SUV
48,5.83,0,2610,1.6,105,1,0,1,0,1,0,0,1,14.2,4.8,国四,一汽-大众,紧凑型车
18,3.9,1,2560,1.5,150,1,0,0,1,1,1,0,1,12.2,5.2,国五,长城汽车,小型SUV
58,10.25,0,2685,1.6,121,1,0,0,0,0,0,0,0,13.9,4,国四,上汽通用雪佛兰,紧凑型车
67,6.94,1,2700,1.8,143,0,0,0,0,0,0,0,1,14.1,3.2,国四,上汽通用雪佛兰,中型车
32,5.95,0,2685,1.6,121,0,0,0,0,0,0,0,0,16.6,6,国四,上汽通用别克,紧凑型车
54,7.25,0,2500,1.8,131,0,0,0,0,0,0,0,1,14.5,4.1,国四,长安铃木,紧凑型车
39,4.32,1,2640,1.8,124,0,0,0,0,0,0,0,1,10.8,3.6,国四,长安福特,紧凑型车
27,6.03,0,2737,1.6,184,0,0,0,0,0,0,0,1,19.7,8.5,国四,上汽通用雪佛兰,中型车
30,5.27,1,2600,1.5,112,0,0,0,0,0,0,0,1,6.8,3.1,国四,海马汽车,紧凑型车
6,4.27,0,2603,1.6,110,0,0,0,0,0,0,0,1,10.8,7.8,国五,上汽大众,紧凑型车
22,3.5,1,2578,1.6,105,0,0,0,0,1,0,0,0,13.7,5.2,国四,上汽斯柯达,紧凑型车
42,4.04,0,2520,1.5,109,1,0,0,0,1,0,0,1,9.7,3.4,国四,上汽集团,小型车
21,1.44,1,2610,1.6,110,0,0,0,0,0,0,0,0,13.7,6.2,国四,上汽大众,紧凑型车
9,5.5,0,2860,2,279,1,0,1,0,1,0,0,1,34.6,19.57,国五,上汽通用凯迪拉克,中型车
13,2.07,0,2850,1.8,163,1,1,1,1,1,1,0,0,17,9.1,国五,吉利汽车,中型车
7,3.89,0,2898,2,211,1,0,1,0,1,1,0,0,33.6,20.15,国五,东风英菲尼迪,中型车
16,3.72,0,2758,4.2,450,0,0,1,0,1,1,0,0,139.8,43.6,国四,Audi Sport,中型车
13,0.57,0,2960,-1,568,0,1,0,1,1,1,0,1,159.9,100,-1,特斯拉,中大型车
125,17.72,0,3074,3,220,1,0,1,0,1,1,0,1,97.6,9.3,国三,奥迪(进口),大型车
47,3.85,1,2685,1.6,117,1,0,0,0,1,0,0,1,13,3.6,国四,上汽通用雪佛兰,紧凑型车
43,8.49,1,2700,1.6,128,1,0,0,0,1,0,0,1,12.6,4.6,国四,北京现代,紧凑型车
33,8.78,0,2837,2,269,1,1,1,1,1,1,0,1,51,19.5,国五,上汽通用凯迪拉克,中大型车
17,5.59,0,2812,1.8,160,1,0,1,0,1,1,0,1,27.4,14,国五,一汽-大众,中型车
33,8.38,0,2910,2,170,0,0,0,0,0,0,0,0,29.1,7,国四,东风裕隆,MPV
39,4.55,0,2699,1.6,122,1,1,1,0,1,0,0,1,30.2,11.34,国四,奔驰(进口),紧凑型车
1,1.37,0,2737,2,154,1,0,1,1,1,1,0,0,19.5,10,国五,上汽通用雪佛兰,中型车
41,7.27,0,2850,2,203,1,0,1,0,1,0,0,1,23.6,7.4,国四,长安福特,中型车
19,5.44,0,2603,1.6,110,1,0,0,0,1,0,0,0,12.4,6,国五,上汽大众,紧凑型车
51,10.91,0,2684,1.8,160,1,1,1,0,1,0,0,0,27.7,10.5,国四,上汽大众,紧凑型SUV
7,1.91,0,2495,1.5,136,0,0,0,0,0,0,0,1,25.4,17,国五,MINI,小型车
48,5.53,0,2850,2,203,1,0,1,0,1,0,0,1,21.7,6.8,国四,长安福特,中型车
10,3.45,0,2650,1.5,109,0,0,0,0,0,0,0,0,9.2,3.8,国五,上汽集团,紧凑型车
8,2.23,1,2640,1.5,114,1,0,0,0,1,0,0,0,12.7,6,国五,上汽通用别克,紧凑型车
9,2.51,0,2460,1.5,106,0,0,0,1,1,1,0,0,8.5,4.6,国五,长城汽车,小型SUV
49,6.41,1,2648,1.6,125,1,0,0,0,1,0,0,1,14.4,4,国四,长安福特,紧凑型车
2,4,0,2920,2,184,1,0,1,1,1,1,0,0,43.1,22.5,国五,华晨宝马,中型车
59,5.09,0,2578,1.6,105,1,0,1,0,1,0,0,1,16.2,4.63,国四,上汽斯柯达,紧凑型车
38,8.79,1,2700,1.6,117,0,0,0,0,0,0,0,1,10.8,4.5,国四,东风日产,紧凑型车
13,5.75,0,2720,2,194,1,1,0,1,1,1,0,0,18.6,9.88,国五,长城汽车,紧凑型SUV
64,2.97,0,3088,2.4,167,0,0,0,0,0,0,0,0,26.9,11,国四,上汽通用别克,MPV
30,7.4,1,2612,1.6,117,0,0,0,0,1,0,0,1,11.5,3.3,国四,东风标致,紧凑型车
68,6.56,1,2480,1.4,93,0,0,0,0,0,0,0,0,8.9,1.6,国四,上汽通用雪佛兰,小型车
6,2.73,0,2610,1.5,131,0,0,0,1,0,1,0,1,14.8,11.5,国五,广汽本田,小型SUV
52,8.77,0,2500,1.6,109,0,0,0,0,0,0,0,1,12.9,3.9,国四,长安铃木,紧凑型车
3,2.28,0,2705,2.4,175,1,1,1,1,1,1,0,0,28.4,18,国五,广汽菲克Jeep,中型SUV
64,7.41,1,2685,1.6,117,0,0,0,0,0,0,0,0,11.8,3.3,国四,上汽通用雪佛兰,紧凑型车
51,8.07,0,2578,1.6,105,0,0,0,0,0,0,0,0,16.2,5.2,国四,上汽斯柯达,紧凑型车
42,4.69,0,2525,1.4,103,0,0,0,0,0,0,0,1,10.2,3.1,国四,上汽通用雪佛兰,小型车
21,6.86,0,2710,1.8,139,0,0,0,0,0,0,0,0,17.2,7.5,国四,东风雪铁龙,紧凑型车
9,5.13,0,2705,1.5,109,1,0,1,1,1,1,0,1,28.2,10.5,国五,上汽集团,紧凑型车
53,1.2,0,2568,1.5,95,0,0,0,0,0,0,1,0,25.8,7,国四,奔驰(进口),紧凑型车
27,4.55,1,2710,1.8,131,1,0,0,0,1,0,0,0,7.5,2.7,国四,江淮汽车,MPV
40,9.59,0,2700,1.8,143,0,0,0,0,1,0,0,0,14.6,4,国四,上汽通用雪佛兰,中型车
59,3.74,0,3108,2.5,177,1,0,1,0,1,0,0,1,46.5,21.01,国四,华晨宝马,中大型车
43,10.33,0,2837,2.4,186,1,1,1,1,1,1,0,0,29.9,9.04,国四,上汽通用别克,中型车
7,4.2,0,2720,2,205,1,1,1,1,1,1,0,0,30.4,14.62,国五,比亚迪,中型SUV
46,10.85,0,2635,2.4,170,1,0,0,0,0,0,0,0,26.7,8.8,国四,Jeep(进口),紧凑型SUV
56,11.35,1,2650,1.6,123,0,0,0,0,0,0,0,1,10.7,2.4,国四,东风悦达起亚,紧凑型车
